"AUC","AUC.diff","ORate.MPT","ORate.10PT","TSS.MPT","TSS.10PT","bio1.contribution","bio2.contribution","bio4.contribution","bio8.contribution","bio9.contribution","bio10.contribution","bio12.contribution","bio14.contribution","bio15.contribution","bio1.permutation.importance","bio2.permutation.importance","bio4.permutation.importance","bio8.permutation.importance","bio9.permutation.importance","bio10.permutation.importance","bio12.permutation.importance","bio14.permutation.importance","bio15.permutation.importance","nsamp"
0.877409166666667,0.0113108333333333,0.00677966101694916,0.084406779661017,0.116720338983051,0.608493220338983,0.76268,18.58504,7.89298,0.39044,17.4905,21.90194,1.32172,15.75422,15.90052,5.472,3.40778,12.82296,1.92508,16.23278,32.59492,4.2527,11.6052,11.68662,296
0.886337199948927,0.0191794471399387,0.00224719101123596,0.0833248212461696,0.111205617977528,0.61887517875383,0.61012,24.62538,5.16506,0.69574,15.0321,12.95542,0.8105,17.18762,22.918,3.16052,9.96066,10.86244,2.6717,15.14964,23.30958,1.94924,13.274,19.6622,444
0.884595462184874,0.0203759663865546,0.0173109243697479,0.109411764705882,0.304489075630252,0.624488235294118,0.76488,24.81372,6.88808,0.80634,16.367,16.69978,1.01048,16.79728,15.85242,5.37458,7.64034,11.52944,2.2175,17.60372,28.33268,4.34614,13.52484,9.43074,174
0.8871988005997,0.0256701049475263,0.0017391304347826,0.0728335832083958,0.102960869565217,0.633666416791604,0.59602,23.94442,4.92054,1.06362,13.78042,13.31214,0.76228,19.8508,21.7697,3.6166,8.0775,11.25124,4.91478,13.5941,27.3229,1.83122,13.26484,16.12674,577
0.890212121212121,0.0232545454545455,0.00606060606060606,0.0878787878787879,0.120439393939394,0.647221212121212,0.11672,17.52222,9.8587,0.70176,15.60384,19.91504,0.93514,16.17682,19.16976,0,5.86696,13.74034,2.6397,21.45108,25.5923,1.70378,12.40994,16.59594,330
0.884487061403509,0.0190603289473684,0.00416666666666667,0.0753508771929824,0.0626333333333333,0.623843859649123,0.39854,22.34362,5.40674,0.691,15.08888,20.13816,0.9599,15.741,19.23212,2.09314,10.22994,8.82116,3.02708,13.43202,25.73634,3.46486,13.8729,19.32258,478
0.873031927710843,0.0177938554216868,0.00481927710843375,0.091566265060241,0.0818807228915662,0.596233734939759,0.42268,25.85508,7.46362,0.92582,13.79356,11.59256,0.62528,17.09426,22.22718,5.96616,8.9882,13.70536,3.16076,12.54606,27.70752,1.43344,10.78524,15.7073,415
0.892991834677419,0.0214255846774194,0.01875,0.0887096774193548,0.28015,0.670090322580645,0.2567,19.11506,7.10938,0.16902,15.46912,19.20174,0.6795,14.95658,23.04284,0.4244,14.33128,11.89844,1.5079,21.92722,22.10726,0.71906,10.242,16.84248,157
0.890437914834066,0.0147531607357057,0.00163934426229508,0.073530587764894,0.281160655737705,0.644443395974943,0.49542,22.19588,6.86678,0.68298,15.64206,17.69634,0.79292,16.26842,19.35916,1.75992,6.4449,10.86994,3.36276,17.8753,26.91798,3.3746,13.15004,16.2446,612
0.882804588174983,0.016936536226931,0.0025974025974026,0.0807245386192755,0.0957025974025974,0.588275461380725,0.49376,18.45104,7.88764,0.79618,14.31566,21.09476,0.75206,15.59548,20.61338,2.1535,8.68886,12.65804,2.23626,16.0214,27.62268,1.69088,9.8918,19.03654,384
0.89183307329463,0.0180473113207547,0.00761973875181423,0.0992743105950653,0.146680261248186,0.656079535558781,0.62032,26.3808,5.7532,0.85338,16.1995,18.92592,0.46632,15.1729,15.62768,2.46794,11.13206,11.66324,3.72928,16.07432,27.98898,1.99976,11.14814,13.79628,261
0.884205458671763,0.0167390731008122,0.00217391304347827,0.082967032967033,0.0916260869565218,0.629032967032967,0.79984,28.11284,5.8825,1.02908,14.67608,16.6617,0.53574,15.51096,16.79122,6.5606,8.66298,13.32042,4.00932,12.97098,29.69508,1.90648,10.05286,12.82132,458
0.88958548989899,0.0187774898989899,0.002,0.0763838383838384,0.0797,0.602516161616162,0.65772,17.93154,6.39458,0.56054,13.611,26.85848,0.20838,14.78206,18.99564,4.77142,6.84096,12.52328,2.84164,13.63602,32.30056,1.49512,9.91312,15.67786,497
0.884149753694581,0.0241681773399015,0.0137931034482758,0.0970443349753695,0.154806896551724,0.61505566502463,0.2714,24.38192,7.6449,0.44588,16.1113,20.57128,0.53376,12.86174,17.17778,1.66658,15.66864,14.43192,1.99344,19.65256,29.35054,0.51096,7.1478,9.5776,144
0.882584167805878,0.0198246633629528,0.0051948051948052,0.0833902939166097,0.154405194805195,0.59190970608339,0.59202,18.24708,5.9211,1.04762,13.69194,23.73024,0.5849,15.81852,20.36658,4.8937,8.11316,10.11484,3.49298,11.12068,29.5283,1.82432,12.17568,18.7364,384
0.882370586641376,0.0206514063135077,0.00163934426229508,0.0790136837826853,0.080160655737705,0.600886316217315,0.58394,23.48768,5.52868,0.76556,14.90034,17.10634,0.43322,15.99012,21.20412,1.37764,9.40598,10.42478,2.9626,16.54474,26.16322,2.46122,13.1715,17.48836,608
0.885059977786005,0.024349337282488,0.00814513143280267,0.0791188448722696,0.211454868567197,0.58108115512773,0.33652,19.2277,7.37094,0.7352,14.4718,20.67804,0.96366,16.64022,19.5759,1.55358,7.7547,12.42998,1.09818,18.09336,24.81252,2.00104,13.06162,19.19498,366
0.870372572055138,0.0144491823308271,0.00714285714285714,0.080952380952381,0.103757142857143,0.552747619047619,0.11928,26.22498,6.27394,0.78996,14.25462,17.3699,0.24354,16.99338,17.7304,0.63408,12.89446,13.20924,3.96466,17.01256,28.15594,0.04558,10.64012,13.44332,284
0.874299021592443,0.0186046626180836,0.00526315789473684,0.0881241565452092,0.199836842105263,0.603675843454791,0.25438,23.13476,7.1049,1.02718,14.9618,21.47284,0.52066,14.876,16.64752,2.68048,8.12756,11.80924,3.2812,16.63188,28.88892,2.98854,12.01024,13.58192,192
0.892350177304965,0.0151298226950355,0.00425531914893618,0.0961879432624113,0.165644680851064,0.657712056737589,0.44792,19.62308,5.98274,0.68664,16.51962,22.70106,0.66434,14.11962,19.25502,2.79712,12.41052,10.58758,2.0166,17.92644,26.88682,2.1502,12.22684,12.99782,239
0.900153296703297,0.026310989010989,0.0582417582417582,0.102197802197802,0.543158241758242,0.706702197802198,0.00084,14.49258,5.4703,0.09636,17.1133,25.65102,0.4623,22.86222,13.85108,0,7.06622,2.69516,0.35812,28.20348,4.08816,2.24968,53.685,1.65416,69
0.887044897959184,0.013459387755102,0.00408163265306123,0.0714285714285714,0.142218367346939,0.631371428571429,0.56666,23.8312,4.75414,0.77732,12.58108,18.13616,0.7729,19.35706,19.22346,2.95726,9.95338,10.7971,4.01128,11.00892,27.14664,1.94696,14.30704,17.87152,490
0.873635803921569,0.0173110588235294,0.004,0.0906666666666667,0.1508,0.564733333333333,0.4537,20.64156,6.22026,0.49282,12.19676,27.60844,0.68306,15.74526,15.95816,5.13848,8.79486,12.039,2.30764,10.87336,32.6251,1.679,11.4047,15.13782,253
0.890013762376238,0.0184137623762376,0.00800000000000001,0.0694455445544554,0.1696,0.650254455445544,0.46528,25.121,6.19086,0.30512,15.52818,15.59404,1.21606,17.52686,18.05258,3.85138,11.9164,12.2359,0.56934,16.31584,26.03832,2.16254,13.13806,13.77228,504
0.892650434782609,0.0195869565217391,0.0017391304347826,0.0698093058733791,0.0681608695652174,0.639490694126621,0.79984,21.40662,7.01808,0.82172,14.10262,21.11752,0.48712,14.82568,19.42082,5.87,8.70832,13.08266,2.61604,13.02928,30.42544,1.62672,9.99482,14.64676,572
0.8597225,0.0375775,0.0375,0.115,0.308,0.5738,0.53062,32.87976,3.21322,0.06942,12.34916,5.11724,0.39706,24.72008,20.72346,0.59234,17.3273,9.02008,0.66278,18.8839,10.2997,2.74744,22.49198,17.97444,77
0.89711277173913,0.0384797282608696,0.00869565217391304,0.102898550724638,0.242104347826087,0.676701449275362,0.29936,33.74152,6.21132,0.18344,20.86894,10.78196,0.55398,16.00648,11.35294,0,21.93176,11.33924,0.14634,30.97512,12.69406,0.7439,14.84552,7.3241,118
0.885487096774194,0.0189851612903226,0.00161290322580645,0.0693548387096774,0.0989870967741936,0.625832258064516,0.48558,25.49666,6.67648,0.93444,16.00014,13.16934,0.75376,15.83306,20.65046,4.24238,7.7688,13.13968,2.50424,14.98828,28.62964,2.32988,11.3188,15.07836,620
0.883449091340076,0.0126349320480404,0.00176991150442478,0.0746997471554994,0.0594300884955752,0.604100252844501,0.98324,19.61422,6.60854,0.6058,13.05936,21.71856,0.81024,15.10664,21.49344,6.63358,6.36982,12.28062,2.51742,10.64602,30.47948,2.69734,10.58204,17.79362,562
0.886278621426466,0.0190557154435603,0.00341880341880343,0.0703212496315944,0.0583811965811965,0.609878750368406,0.52016,20.11932,6.54842,0.92534,14.81134,20.97464,0.53724,15.97584,19.58772,1.90606,7.05676,11.07672,4.12246,15.95412,28.98774,2.06704,12.10102,16.72806,582
0.878713458528951,0.0116005007824726,0.00559467918622847,0.0816118935837246,0.126605320813772,0.596588106416275,0.56336,21.01674,8.05148,1.13624,14.48838,22.249,0.62122,15.14646,16.72714,5.1076,8.3418,13.49498,3.18874,13.80318,31.14006,1.4789,10.193,13.25174,356
0.855375163398693,0.0411947712418301,0.0339869281045752,0.115032679738562,0.358713071895425,0.560767320261438,0.46144,16.11414,6.73986,3.06072,14.87822,30.70302,0.29158,12.03964,15.71136,17.98252,15.20914,10.90454,0.98686,27.11396,1.79272,0.52306,10.22448,15.26272,87
0.895054294217687,0.0126257227891156,0.00408163265306123,0.0988095238095238,0.133018367346939,0.641990476190476,0.67584,31.85452,6.02512,0.29948,15.07238,11.1731,0.5,16.50864,17.89088,9.56966,10.87996,13.92002,1.1569,12.389,28.61096,2.04262,9.34144,12.08942,243
0.879686806596702,0.0150868065967016,0.00172413793103448,0.0744827586206897,0.0918758620689655,0.604793103448276,0.33788,19.96552,7.09252,1.04984,14.68608,22.26612,0.72728,15.22456,18.65016,1.62516,6.6654,13.25848,2.70514,17.57382,29.24864,1.80328,12.36002,14.76002,577
0.889795901639344,0.0116362295081967,0.00327868852459017,0.0786885245901639,0.11822131147541,0.603932786885246,0.15828,15.07798,6.68226,0.77152,14.25046,30.99146,0.17406,14.90548,16.98858,0,12.26946,6.78804,1.48728,22.3834,18.22894,1.74454,19.34062,17.7577,305
0.890790689202102,0.00835612398471093,0.00219780219780219,0.0767319636884854,0.241702197802198,0.635568036311515,0.41874,16.61468,7.17058,0.71802,14.7288,22.76212,0.96702,16.45994,20.16012,0.19576,5.2635,11.30332,2.92162,17.68948,26.19236,3.54926,13.5868,19.29792,456
0.86869281512605,0.0158528151260504,0.00571428571428572,0.108739495798319,0.151785714285714,0.561160504201681,0.95574,26.6974,7.18588,2.32198,15.07582,16.96474,1.23106,16.73974,12.8277,11.58718,6.92884,14.15496,6.30178,7.76986,29.80784,3.58594,10.35628,9.50732,174
0.894781707317073,0.0298721951219512,0.0024390243902439,0.0804878048780488,0.085560975609756,0.633312195121951,0.58784,21.09214,8.41864,0.73504,16.85088,19.04452,0.10486,14.071,19.09504,3.00554,9.9171,13.53402,2.6497,18.30008,30.11546,0.73412,8.7005,13.04346,410
0.892832716701903,0.0183636257928118,0.00909090909090908,0.0728329809725159,0.240109090909091,0.650167019027484,0.1172,22.84388,6.3926,0.891,16.18438,27.86194,0.41334,15.07878,10.21692,0.67412,12.36612,11.77914,4.00174,19.19492,30.56592,1.42608,10.75172,9.24024,219
0.890879591836735,0.0152406122448979,0.00408163265306123,0.0673469387755102,0.0672183673469387,0.62705306122449,0.62522,24.9975,6.09108,0.54458,15.72468,18.95422,0.5501,15.3756,17.13704,6.03256,8.46054,12.31108,2.54056,12.58744,31.01728,2.6318,10.65422,13.76456,490
0.882367030859049,0.0112275145954962,0.00181818181818181,0.0801501251042535,0.0674818181818182,0.612649874895747,0.51614,18.80674,7.42546,0.60036,15.83228,23.62988,0.91114,13.57,18.708,3.90392,6.8344,13.20516,1.62342,15.99238,30.54356,2.57388,10.93714,14.38612,549
0.882773565573771,0.0175234836065574,0.00327868852459017,0.0824043715846995,0.14442131147541,0.629395628415301,0.62178,21.27278,7.6262,0.43182,16.10528,18.42402,0.83104,14.75736,19.92964,3.05088,5.9427,12.81166,0.79916,17.65638,27.97684,3.82056,11.39658,16.54524,304
0.897924470899471,0.0189062962962963,0.0148148148148148,0.0793650793650794,0.275485185185185,0.637534920634921,0.00892,13.34184,7.7904,0.84194,14.22524,32.70398,1.00266,15.697,14.38806,0.16808,13.74388,8.26024,2.92352,20.17164,25.26872,0.0839,12.39002,16.98998,138
0.884973913043478,0.0216608695652174,0.0173913043478261,0.0956521739130435,0.264808695652174,0.617147826086957,0.11126,17.2146,8.67906,0.39992,14.10588,22.23748,0.55074,17.97888,18.72218,0,8.59252,14.31394,2.7051,19.54682,25.45912,0.83444,11.84224,16.70572,115
0.806802272727273,0.053984393939394,0.0712121212121212,0.160606060606061,0.333387878787879,0.431793939393939,1.33344,28.80056,2.85612,0,11.51494,8.23774,0.4736,27.02002,19.76354,10.67626,21.32454,7.96524,0,20.19104,0,1.3566,19.20196,19.28436,57
0.885133163265306,0.0246252040816326,0.00204081632653061,0.0775510204081633,0.0822591836734694,0.615448979591837,0.29262,20.29918,6.03632,0.64168,14.94918,16.04322,0.52608,16.6606,24.55116,0.64584,8.83204,9.32424,2.57186,19.34386,20.38156,1.70364,13.04156,24.15538,490
0.89159328358209,0.0165613432835821,0.00895522388059702,0.0805970149253731,0.183344776119403,0.658002985074627,0.12432,20.22556,6.47282,0.58336,14.99504,25.75914,0.63288,15.6326,15.57428,0,10.89264,11.2813,1.38796,21.08346,26.0185,1.3326,13.69624,14.3073,335
0.886956743109615,0.0138910288239007,0.00204081632653061,0.0819061645276667,0.0941591836734693,0.596093835472333,0.59018,17.65842,6.51152,0.6754,13.5716,25.77346,0.60808,15.21066,19.4007,3.56754,8.46792,12.26474,2.25418,15.27786,30.47078,1.7545,11.15784,14.78474,488
0.901696474358974,0.029108141025641,0.0333333333333333,0.116666666666667,0.430466666666667,0.720633333333333,0.55602,20.63404,7.51312,0,15.90884,9.72806,1.3937,21.47034,22.7959,4.43282,10.15886,15.3237,0,33.71592,10.91386,1.9995,12.99084,10.46446,61
0.89043537507562,0.0161992347247429,0.00350877192982457,0.0769509981851179,0.191291228070175,0.629949001814882,0.59312,17.02602,5.85778,0.46582,12.49174,25.07978,1.45562,17.40594,19.62412,6.06592,5.93626,11.68852,1.55338,8.57654,31.36678,4.35438,13.79216,16.66606,287
0.874110964912281,0.0421772807017543,0.0210526315789474,0.116959064327485,0.288647368421053,0.560614619883041,0.7517,18.93058,7.20124,1.27154,13.97688,35.2984,0.5114,11.1201,10.9382,8.21312,12.0085,13.93564,0.02884,22.95892,17.04452,0.459,9.45724,15.89414,94
0.895244816118936,0.0160887050078247,0.00559467918622847,0.0812597809076682,0.147905320813772,0.645840219092332,1.35036,22.23872,7.1257,0.35424,15.16866,14.83432,0.46932,17.03416,21.42454,13.19906,7.1145,13.45002,1.6599,7.67184,33.19688,2.21948,9.53944,11.9489,356
0.892106273291925,0.0114634161490683,0.00285714285714285,0.0801242236024845,0.149242857142857,0.668775776397516,0.0389,18.22486,6.49496,0.5428,14.05918,21.44594,0.92704,16.96568,21.30056,0.0922,8.64242,10.49504,2.42902,17.78572,25.93824,2.42058,14.57134,17.6255,349
0.874327485380117,0.0274630409356725,0.0333333333333333,0.110526315789474,0.402866666666667,0.600473684210526,0,28.02286,4.62128,0.30614,11.68196,19.00182,1.5836,23.48226,11.30008,0,21.40172,8.1085,4.10968,14.28736,21.8246,1.35384,24.96444,3.9499,91
