"","lon","lat","bio_1","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9"
"578",-100.34317,25.49675,194,245,135,528,131,10,81,274,36,218,39,131,52,4344,312,61,251,221,147
"579",-100.06836,25.24008,216,275,149,882,200,18,75,440,61,337,61,135,48,4990,349,73,276,251,149
"580",-100.1925,25.37556,162,192,126,677,158,12,77,339,49,276,52,140,65,2610,263,48,215,187,133
"581",-100.202,25.369,172,207,131,758,175,13,76,379,55,313,59,139,61,2986,278,53,225,201,139
"582",-100.209,25.364,169,202,129,707,163,12,77,353,51,290,55,140,63,2883,273,51,222,196,137
"583",-100.19056,25.37861,175,213,132,847,198,14,78,425,59,353,64,138,60,3190,282,55,227,207,140
"584",-100.19389,25.37444,172,206,131,768,178,13,77,384,55,317,59,139,61,2983,277,52,225,201,139
"585",-100.19472,25.37333,172,206,131,768,178,13,77,384,55,317,59,139,61,2983,277,52,225,201,139
"586",-100.068,25.24,216,275,149,882,200,18,75,440,61,337,61,135,48,4990,349,73,276,251,149
"587",-100.23333,25.46278,205,261,140,675,170,13,84,355,43,279,43,128,49,4776,328,67,261,237,140
"588",-100.206,25.368,172,207,131,758,175,13,76,379,55,313,59,139,61,2986,278,53,225,201,139
"589",-100.201,25.368,172,207,131,758,175,13,76,379,55,313,59,139,61,2986,278,53,225,201,139
"590",-100.08114,25.24256,207,259,147,722,170,14,77,363,49,284,49,134,51,4467,331,70,261,239,147
"591",-99.44748,27.05014,233,305,145,536,129,12,72,253,52,133,62,134,42,6279,380,67,313,280,162
"592",-100.337,25.495,196,248,136,524,131,10,84,275,35,217,38,130,51,4429,315,61,254,225,148
"593",-100.33706,25.49522,196,248,136,524,131,10,84,275,35,217,38,130,51,4429,315,61,254,225,148
"594",-100.233,25.463,205,261,140,675,170,13,84,355,43,279,43,128,49,4776,328,67,261,237,140
"595",-100.20619,25.36819,172,207,131,758,175,13,76,379,55,313,59,139,61,2986,278,53,225,201,139
"596",-100.192,25.376,162,192,126,677,158,12,77,339,49,276,52,140,65,2610,263,48,215,187,133
"597",-100.20575,25.36761,172,207,131,758,175,13,76,379,55,313,59,139,61,2986,278,53,225,201,139
"598",-100.20908,25.36383,169,202,129,707,163,12,77,353,51,290,55,140,63,2883,273,51,222,196,137
"599",-99.42403,27.03741,231,303,143,531,126,12,69,245,53,133,64,134,43,6252,377,66,311,277,161
"600",-97.93456,28.18211,219,291,134,716,114,26,42,257,110,198,118,125,41,6103,361,60,301,266,150
"601",-99.12311,26.55893,230,301,144,540,111,16,56,223,66,164,74,128,42,6140,373,70,303,273,161
"602",-99.27141,26.90722,229,300,141,507,108,15,58,203,61,140,69,134,43,6198,373,64,309,274,159
"603",-98.24427,28.47053,216,291,128,655,96,24,39,223,102,177,109,134,42,6345,365,49,316,264,144
"604",-98.80688,27.10437,220,289,136,555,107,18,53,214,76,157,83,133,44,5946,362,60,302,264,153
"605",-100.20758,25.36525,165,196,127,683,158,12,77,341,50,279,53,140,63,2741,268,49,219,191,135
"606",-97.78498,29.12835,208,284,121,792,113,37,34,256,141,191,147,131,41,6339,357,43,314,244,136
"607",-100.34542,25.49597,194,245,135,528,131,10,81,274,36,218,39,131,52,4344,312,61,251,221,147
"608",-100.208,25.365,165,196,127,683,158,12,77,341,50,279,53,140,63,2741,268,49,219,191,135
"609",-100.345,25.496,194,245,135,528,131,10,81,274,36,218,39,131,52,4344,312,61,251,221,147
"610",-103.88249,29.28497,212,299,114,265,52,6,73,142,20,127,21,173,46,7260,385,13,372,288,134
"611",-100.20672,25.36597,165,196,127,683,158,12,77,341,50,279,53,140,63,2741,268,49,219,191,135
"612",-100.203,25.368,172,207,131,758,175,13,76,379,55,313,59,139,61,2986,278,53,225,201,139
"613",-99.22989,27.44248,229,302,142,478,89,15,52,184,63,126,71,134,43,6250,375,64,311,275,160
"614",-100.207,25.366,165,196,127,683,158,12,77,341,50,279,53,140,63,2741,268,49,219,191,135
"615",-99.54036,27.61875,230,305,142,448,84,14,52,176,56,120,62,133,42,6375,378,66,312,276,160
"616",-100.20344,25.36831,172,207,131,758,175,13,76,379,55,313,59,139,61,2986,278,53,225,201,139
"617",-99.14874,26.53269,231,303,145,542,110,16,57,229,64,166,72,127,41,6168,375,72,303,274,162
"618",-99.51759,27.63402,229,304,141,449,84,14,52,176,57,120,63,133,42,6377,378,66,312,276,160
"619",-100.235,25.46,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"620",-100.245,25.46,193,242,136,650,161,12,82,335,43,270,45,131,52,4180,310,61,249,236,148
"621",-100.248,25.46,193,242,136,650,161,12,82,335,43,270,45,131,52,4180,310,61,249,236,148
"622",-100.2415,25.46047,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"623",-100.07022,25.22522,217,275,149,884,199,18,74,440,61,337,61,135,48,5007,350,72,278,252,149
"624",-100.234,25.461,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"625",-100.242,25.46,193,242,136,650,161,12,82,335,43,270,45,131,52,4180,310,61,249,236,148
"626",-100.234,25.451,197,249,138,631,158,12,84,328,41,261,43,130,51,4373,316,64,252,226,150
"627",-100.238,25.46,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"628",-100.05692,25.229,220,281,151,928,205,20,72,458,66,346,66,136,48,5151,356,73,283,256,151
"629",-100.07,25.232,217,275,149,884,199,18,74,440,61,337,61,135,48,5007,350,72,278,252,149
"630",-100.239,25.459,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"631",-100.235,25.45953,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"632",-100.24583,25.46117,193,242,136,650,161,12,82,335,43,270,45,131,52,4180,310,61,249,236,148
"633",-100.23417,25.46083,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"634",-100.066,25.225,215,273,149,857,194,17,74,427,59,327,59,135,49,4933,347,72,275,250,149
"635",-100.041,25.232,218,278,150,917,204,19,73,453,65,342,65,136,48,5101,354,73,281,255,150
"636",-100.23347,25.46361,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"637",-100.24464,25.46175,193,242,136,650,161,12,82,335,43,270,45,131,52,4180,310,61,249,236,148
"638",-100.245,25.462,193,242,136,650,161,12,82,335,43,270,45,131,52,4180,310,61,249,236,148
"639",-100.233,25.464,205,261,140,675,170,13,84,355,43,279,43,128,49,4776,328,67,261,237,140
"640",-100.23383,25.45114,197,249,138,631,158,12,84,328,41,261,43,130,51,4373,316,64,252,226,150
"641",-100.071,25.229,217,275,149,884,199,18,74,440,61,337,61,135,48,5007,350,72,278,252,149
"642",-100.07,25.225,206,258,147,698,163,14,77,349,48,272,48,135,51,4415,330,70,260,238,147
"643",-100.0695,25.23236,217,275,149,884,199,18,74,440,61,337,61,135,48,5007,350,72,278,252,149
"644",-100.24781,25.46028,193,242,136,650,161,12,82,335,43,270,45,131,52,4180,310,61,249,236,148
"645",-100.07133,25.22864,217,275,149,884,199,18,74,440,61,337,61,135,48,5007,350,72,278,252,149
"646",-100.04056,25.23167,218,278,150,917,204,19,73,453,65,342,65,136,48,5101,354,73,281,255,150
"647",-100.24472,25.46003,193,242,136,650,161,12,82,335,43,270,45,131,52,4180,310,61,249,236,148
"648",-100.06572,25.225,215,273,149,857,194,17,74,427,59,327,59,135,49,4933,347,72,275,250,149
"649",-100.235,25.458,197,249,138,631,158,12,84,328,41,261,43,130,51,4373,316,64,252,226,150
"650",-100.23875,25.45944,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"651",-100.23825,25.45953,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"652",-99.0838,26.4069,233,304,149,522,106,17,57,223,63,154,67,127,42,6071,377,77,300,276,166
"653",-97.79497,28.52979,214,286,130,755,114,30,38,254,119,215,126,126,41,6081,357,55,302,262,146
"654",-100.057,25.229,220,281,151,928,205,20,72,458,66,346,66,136,48,5151,356,73,283,256,151
"655",-100.246,25.461,193,242,136,650,161,12,82,335,43,270,45,131,52,4180,310,61,249,236,148
"656",-100.235,25.45778,197,249,138,631,158,12,84,328,41,261,43,130,51,4373,316,64,252,226,150
"657",-100.332,25.493,194,245,135,539,134,10,84,281,36,224,39,130,51,4367,312,61,251,222,148
"658",-100.347,25.491,177,218,130,572,132,9,77,295,42,237,48,134,57,3491,287,54,233,212,139
"659",-100.34083,25.49281,196,248,136,524,131,10,84,275,35,217,38,130,51,4429,315,61,254,225,148
"660",-100.34717,25.49067,177,218,130,572,132,9,77,295,42,237,48,134,57,3491,287,54,233,212,139
"661",-100.34931,25.489,177,218,130,572,132,9,77,295,42,237,48,134,57,3491,287,54,233,212,139
"662",-100.34,25.5,196,248,136,524,131,10,84,275,35,217,38,130,51,4429,315,61,254,225,148
"663",-100.196,25.372,172,206,131,768,178,13,77,384,55,317,59,139,61,2983,277,52,225,201,139
"664",-100.334,25.494,196,248,136,524,131,10,84,275,35,217,38,130,51,4429,315,61,254,225,148
"665",-100.19556,25.37194,172,206,131,768,178,13,77,384,55,317,59,139,61,2983,277,52,225,201,139
"666",-100.349,25.489,177,218,130,572,132,9,77,295,42,237,48,134,57,3491,287,54,233,212,139
"667",-100.35219,25.49553,190,240,134,544,132,10,80,279,38,225,42,131,52,4182,307,59,248,234,146
"668",-100.341,25.493,196,248,136,524,131,10,84,275,35,217,38,130,51,4429,315,61,254,225,148
"669",-100.33217,25.49283,194,245,135,539,134,10,84,281,36,224,39,130,51,4367,312,61,251,222,148
"670",-100.33403,25.49361,196,248,136,524,131,10,84,275,35,217,38,130,51,4429,315,61,254,225,148
"671",-100.352,25.496,190,240,134,544,132,10,80,279,38,225,42,131,52,4182,307,59,248,234,146
"672",-100.33978,25.50025,198,252,135,514,130,10,85,273,34,213,36,130,50,4574,318,62,256,227,149
"673",-100.066,25.227,214,271,149,839,192,17,76,419,58,322,58,135,49,4844,345,72,273,248,149
"674",-100.078,25.241,207,260,147,720,169,14,77,362,49,282,49,135,51,4518,333,70,263,239,147
"675",-100.07839,25.24144,207,260,147,720,169,14,77,362,49,282,49,135,51,4518,333,70,263,239,147
"676",-100.06586,25.22719,214,271,149,839,192,17,76,419,58,322,58,135,49,4844,345,72,273,248,149
"677",-98.37828,28.50098,215,291,126,634,93,24,40,214,98,176,103,136,42,6417,366,45,321,264,143
"678",-97.73122,26.79089,225,287,148,659,129,18,53,260,93,186,107,105,40,5398,344,83,261,266,194
"679",-99.09839,26.49234,232,303,147,534,110,17,57,228,65,159,71,128,42,6095,375,74,301,274,164
"680",-100.34036,25.49633,196,248,136,524,131,10,84,275,35,217,38,130,51,4429,315,61,254,225,148
"681",-100.069,25.23,217,275,149,884,199,18,74,440,61,337,61,135,48,5007,350,72,278,252,149
"682",-99.44447,27.042,233,306,145,532,128,12,71,250,52,132,62,134,42,6269,380,68,312,279,163
"683",-100.197,25.369,172,206,131,768,178,13,77,384,55,317,59,139,61,2983,277,52,225,201,139
"684",-100.06775,25.2265,217,275,149,884,199,18,74,440,61,337,61,135,48,5007,350,72,278,252,149
"685",-100.068,25.226,217,275,149,884,199,18,74,440,61,337,61,135,48,5007,350,72,278,252,149
"686",-100.064,25.237,209,263,147,763,178,15,77,383,52,296,52,135,50,4627,337,71,266,242,147
"687",-100.06408,25.23736,209,263,147,763,178,15,77,383,52,296,52,135,50,4627,337,71,266,242,147
"688",-100.19722,25.36861,172,206,131,768,178,13,77,384,55,317,59,139,61,2983,277,52,225,201,139
"689",-100.06936,25.23003,217,275,149,884,199,18,74,440,61,337,61,135,48,5007,350,72,278,252,149
"690",-100.34,25.496,196,248,136,524,131,10,84,275,35,217,38,130,51,4429,315,61,254,225,148
"691",-100.072,25.226,217,275,149,884,199,18,74,440,61,337,61,135,48,5007,350,72,278,252,149
"692",-100.07222,25.22614,217,275,149,884,199,18,74,440,61,337,61,135,48,5007,350,72,278,252,149
"693",-97.75066,26.8266,225,287,149,654,127,18,53,258,93,186,105,107,40,5401,345,83,262,267,163
"694",-99.4403,27.0444,232,304,145,532,128,12,71,250,52,132,62,134,42,6230,379,67,312,279,163
"695",-98.42313,28.34598,217,293,128,616,94,23,42,213,94,172,98,136,42,6414,367,48,319,266,145
"696",-98.39149,28.46775,215,291,126,635,94,24,40,215,98,176,103,136,42,6405,365,46,319,264,143
"697",-99.437,27.043,232,304,145,532,128,12,71,250,52,132,62,134,42,6230,379,67,312,279,163
"698",-99.44492,27.04393,233,306,145,532,128,12,71,250,52,132,62,134,42,6269,380,68,312,279,163
"699",-100.341,25.495,196,248,136,524,131,10,84,275,35,217,38,130,51,4429,315,61,254,225,148
"700",-100.191,25.377,175,213,132,847,198,14,78,425,59,353,64,138,60,3190,282,55,227,207,140
"701",-100.34081,25.49478,196,248,136,524,131,10,84,275,35,217,38,130,51,4429,315,61,254,225,148
"702",-100.349,25.494,194,245,135,528,131,10,81,274,36,218,39,131,52,4344,312,61,251,221,147
"703",-100.34922,25.49417,194,245,135,528,131,10,81,274,36,218,39,131,52,4344,312,61,251,221,147
"704",-100.19111,25.37722,175,213,132,847,198,14,78,425,59,353,64,138,60,3190,282,55,227,207,140
"705",-100.34872,25.49242,194,245,135,528,131,10,81,274,36,218,39,131,52,4344,312,61,251,221,147
"706",-100.349,25.492,194,245,135,528,131,10,81,274,36,218,39,131,52,4344,312,61,251,221,147
"707",-100.07111,25.24056,216,275,149,882,200,18,75,440,61,337,61,135,48,4990,349,73,276,251,149
"708",-100.071,25.241,216,275,149,882,200,18,75,440,61,337,61,135,48,4990,349,73,276,251,149
"709",-100.20836,25.36447,169,202,129,707,163,12,77,353,51,290,55,140,63,2883,273,51,222,196,137
"710",-100.208,25.364,165,196,127,683,158,12,77,341,50,279,53,140,63,2741,268,49,219,191,135
"711",-100.24192,25.46067,193,242,136,650,161,12,82,335,43,270,45,131,52,4180,310,61,249,236,148
"712",-99.22255,28.27739,220,298,130,548,87,22,47,214,73,152,76,139,43,6519,374,52,322,267,149
"713",-99.23327,28.27163,220,299,130,548,87,22,47,214,73,152,76,139,43,6528,374,53,321,267,149
"714",-100.236,25.46,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"715",-97.74838,28.40088,215,287,133,767,117,31,38,260,122,220,130,123,41,6041,356,59,297,263,147
"716",-100.077,25.239,207,260,147,720,169,14,77,362,49,282,49,135,51,4518,333,70,263,239,147
"717",-100.07731,25.23933,207,260,147,720,169,14,77,362,49,282,49,135,51,4518,333,70,263,239,147
"718",-100.23894,25.45972,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"719",-100.23603,25.45989,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"720",-98.32768,26.51071,227,290,148,597,107,17,52,230,83,174,94,124,43,5540,361,77,284,268,165
"721",-100.242,25.461,193,242,136,650,161,12,82,335,43,270,45,131,52,4180,310,61,249,236,148
"722",-100.239,25.46,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"723",-100.345,25.599,163,198,120,547,130,9,80,289,39,228,42,133,60,3055,266,47,219,192,129
"724",-100.328,25.598,183,229,129,558,137,10,80,288,40,228,44,130,54,3935,295,55,240,223,140
"725",-100.326,25.591,178,221,127,565,135,9,78,292,41,232,46,131,55,3675,288,53,235,215,138
"726",-100.35639,25.61306,188,239,130,503,126,9,83,261,35,204,39,129,52,4273,304,57,247,215,142
"727",-100.34472,25.59944,163,198,120,547,130,9,80,289,39,228,42,133,60,3055,266,47,219,192,129
"728",-100.34111,25.60611,183,230,129,546,134,10,80,281,40,222,44,130,53,3982,296,55,241,224,140
"729",-100.32833,25.5975,183,229,129,558,137,10,80,288,40,228,44,130,54,3935,295,55,240,223,140
"730",-100.353,25.614,188,239,130,503,126,9,83,261,35,204,39,129,52,4273,304,57,247,215,142
"731",-100.356,25.613,188,239,130,503,126,9,83,261,35,204,39,129,52,4273,304,57,247,215,142
"732",-100.32611,25.59083,178,221,127,565,135,9,78,292,41,232,46,131,55,3675,288,53,235,215,138
"733",-100.341,25.606,183,230,129,546,134,10,80,281,40,222,44,130,53,3982,296,55,241,224,140
"734",-100.35278,25.61444,188,239,130,503,126,9,83,261,35,204,39,129,52,4273,304,57,247,215,142
"735",-98.98615,26.58098,228,298,145,540,111,16,56,220,68,157,76,129,43,5973,370,72,298,271,162
"736",-98.28953,28.43934,216,291,127,644,95,23,40,220,99,176,106,134,42,6360,365,48,317,265,144
"737",-99.16616,26.54982,231,303,145,540,108,16,56,226,64,168,72,127,41,6188,375,72,303,275,161
"738",-99.44468,27.04409,233,306,145,532,128,12,71,250,52,132,62,134,42,6269,380,68,312,279,163
"739",-97.77459,26.78684,225,288,148,654,127,18,53,258,93,186,105,108,40,5427,347,82,265,266,162
"740",-98.754,20.676,135,161,108,1295,302,22,82,671,78,327,115,127,63,2031,239,38,201,143,121
"741",-104.17669,19.54216,169,186,146,1232,266,6,98,765,25,485,67,131,65,1517,266,66,200,178,161
"742",-98.75389,20.67583,135,161,108,1295,302,22,82,671,78,327,115,127,63,2031,239,38,201,143,121
"743",-97.71961,27.11476,224,288,148,657,121,18,51,260,95,192,106,106,40,5472,345,82,263,266,162
"744",-98.71186,26.61625,227,293,146,565,109,18,53,222,79,161,87,129,44,5723,366,73,293,268,163
"745",-100.23994,25.46017,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"746",-100.24,25.46,200,254,139,628,158,13,84,330,42,259,42,129,50,4547,322,65,257,231,152
"747",-100.204,25.368,172,207,131,758,175,13,76,379,55,313,59,139,61,2986,278,53,225,201,139
"748",-100.20431,25.3685,172,207,131,758,175,13,76,379,55,313,59,139,61,2986,278,53,225,201,139
"749",-97.59468,26.92476,224,286,148,666,130,18,52,263,95,183,111,99,39,5375,337,84,253,265,193
"750",-98.27888,28.51712,214,290,126,656,96,24,39,222,102,179,109,134,42,6379,364,46,318,263,142
"751",-99.09101,26.47691,231,301,147,536,111,17,58,230,65,158,71,128,42,6046,374,74,300,274,164
"752",-98.679,20.443,165,191,134,613,131,11,74,302,43,182,51,149,65,2295,276,47,229,180,145
"753",-97.68562,26.62966,225,285,149,664,134,19,53,263,93,184,107,104,40,5307,341,84,257,265,195
"754",-98.67889,20.44306,165,191,134,613,131,11,74,302,43,182,51,149,65,2295,276,47,229,180,145
"755",-98.59177,28.38036,214,290,123,606,91,23,42,211,90,174,93,139,43,6454,365,43,322,262,141
"756",-99.13837,26.54363,230,301,144,546,112,16,57,228,66,168,74,127,42,6132,372,71,301,274,161
"757",-99.14852,26.58085,229,300,143,539,109,16,57,221,66,166,74,128,42,6113,372,70,302,272,160
"758",-99.11316,26.51267,231,303,146,537,111,16,58,229,65,161,72,128,42,6111,375,73,302,274,163
"759",-99.11166,26.51635,231,303,146,537,111,16,58,229,65,161,72,128,42,6111,375,73,302,274,163
"760",-97.76096,27.15907,224,289,148,655,119,18,50,259,94,194,105,108,40,5507,346,82,264,266,162
"761",-98.58236,28.13811,216,290,128,609,98,23,45,222,88,172,90,138,43,6309,365,47,318,263,145
"762",-99.15529,26.53254,231,303,145,543,109,16,56,229,64,168,72,127,41,6185,375,72,303,275,161
"763",-99.25529,28.43428,218,296,129,551,87,20,50,221,69,155,74,137,43,6478,371,53,318,265,148
"764",-99.25074,26.88125,230,301,143,496,104,16,57,196,61,138,68,133,43,6173,375,66,309,275,161
"765",-101.60444,20.1575,200,231,166,763,197,5,108,498,19,168,28,164,63,2457,327,68,259,210,200
"766",-97.66598,26.97946,224,287,148,662,127,18,51,262,95,187,108,102,39,5435,342,83,259,266,162
"767",-97.787,23.792,239,285,182,1019,221,14,70,493,77,410,114,112,49,4095,341,114,227,282,218
"768",-99.1158,26.51434,231,303,146,537,111,16,58,229,65,161,72,128,42,6111,375,73,302,274,163
"769",-97.78697,23.79175,239,285,182,1019,221,14,70,493,77,410,114,112,49,4095,341,114,227,282,218
"770",-97.74261,26.80201,225,287,149,657,128,18,53,259,93,186,106,106,40,5375,344,83,261,266,194
"771",-97.60679,28.37207,216,287,134,817,128,32,39,280,128,243,136,119,40,5950,353,62,291,263,148
"772",-98.98,21.20781,222,254,177,1836,393,46,73,894,145,653,146,140,59,3192,334,98,236,247,189
"773",-98.38516,28.49681,215,291,126,633,93,23,40,214,97,176,103,136,42,6417,366,45,321,264,143
"774",-99.425,22.12167,219,254,169,1069,218,16,85,579,60,462,63,127,55,3467,327,98,229,246,184
"775",-99.11592,26.52217,231,302,145,538,111,16,58,228,65,162,72,128,42,6131,374,73,301,275,163
"776",-99.425,22.122,219,254,169,1069,218,16,85,579,60,462,63,127,55,3467,327,98,229,246,184
"777",-99.46306,21.47167,234,271,185,1049,298,14,97,597,50,362,51,137,55,3529,352,106,246,261,202
"778",-102.96222,18.7775,139,155,117,1340,285,4,100,841,16,544,43,124,65,1474,230,40,190,150,131
"779",-99.463,21.472,234,271,185,1049,298,14,97,597,50,362,51,137,55,3529,352,106,246,261,202
"780",-99.2395,28.3914,219,298,129,550,87,20,49,220,70,154,75,138,43,6522,372,52,320,266,148
"781",-102.9125,18.84444,167,183,144,1325,296,3,104,857,12,547,35,130,65,1520,261,63,198,177,159
"782",-98.87056,21.07722,239,273,191,1674,371,44,72,809,137,574,143,139,58,3332,351,113,238,265,205
"783",-98.88825,21.18394,206,237,164,1888,408,46,74,932,143,676,148,139,60,2982,316,86,230,229,175
"784",-99.29822,21.67614,243,280,191,1652,396,28,88,890,91,629,95,127,54,3636,351,117,234,273,206
"785",-98.13514,26.0813,232,291,158,559,99,15,50,213,75,162,87,116,43,5223,357,90,267,272,173
"786",-97.77925,27.14092,224,288,148,652,119,18,50,259,93,192,104,109,41,5491,347,82,265,266,162
"787",-99.11316,26.51482,231,303,146,537,111,16,58,229,65,161,72,128,42,6111,375,73,302,274,163
"788",-99.196,23.116,193,228,147,955,190,15,82,500,59,414,59,135,58,3256,300,69,231,221,147
"789",-99.19583,23.11583,193,228,147,955,190,15,82,500,59,414,59,135,58,3256,300,69,231,221,147
"790",-99.42778,22.12583,219,254,169,1066,217,16,87,579,59,462,62,127,55,3467,327,98,229,246,184
"791",-97.892,23.802,240,287,183,921,208,13,70,431,76,352,113,117,50,4121,346,112,234,283,219
"792",-97.89219,23.80192,240,287,183,921,208,13,70,431,76,352,113,117,50,4121,346,112,234,283,219
"793",-97.89446,28.0568,219,291,136,731,122,27,43,268,112,206,118,123,41,6004,359,63,296,266,151
"794",-98.53388,26.74545,226,292,145,579,108,18,52,224,81,167,90,129,44,5725,365,72,293,268,162
"795",-102.98111,18.72361,128,143,108,1385,292,6,99,859,21,556,49,121,66,1382,216,33,183,138,121
"796",-96.925,19.50833,185,206,155,1611,291,52,66,711,159,469,163,97,60,2027,264,103,161,201,163
"797",-97.78191,26.83367,225,288,148,654,126,18,52,258,93,187,105,108,40,5440,346,82,264,266,162
"798",-99.13788,26.57532,228,300,143,542,110,16,56,223,66,167,74,128,42,6129,372,70,302,271,160
"799",-102.96639,18.80333,144,160,122,1327,284,4,101,836,16,540,41,126,65,1498,235,44,191,155,136
"800",-99.11282,26.54171,230,301,145,542,112,16,57,226,66,164,74,128,42,6093,373,72,301,273,162
"801",-102.96194,18.79,135,151,114,1343,285,5,100,839,18,546,44,124,65,1434,226,38,188,145,127
"802",-98.37556,23.62806,235,278,179,816,161,15,66,371,68,333,96,126,53,3986,340,105,235,274,216
"803",-98.34008,28.10464,215,287,129,650,105,25,44,235,98,180,101,133,42,6166,361,51,310,262,145
"804",-99.29773,21.49938,211,245,167,1336,326,23,85,708,75,487,84,139,59,3131,325,92,233,235,181
"805",-97.95584,28.11061,218,290,135,715,116,26,42,260,110,198,117,125,41,6048,360,61,299,265,150
"806",-99.10969,21.22631,195,224,156,1471,364,26,84,772,87,518,102,144,62,2754,307,77,230,216,169
"807",-99.06656,21.26792,223,258,178,1850,406,44,75,918,139,660,139,138,58,3269,337,100,237,249,190
"808",-99.6855,21.13036,122,145,94,957,207,14,82,505,56,251,70,138,65,2041,229,19,210,133,105
"809",-98.4,23.63672,229,272,175,845,162,15,66,376,70,342,105,125,53,3881,333,101,232,267,211
"810",-97.73712,27.22014,224,289,148,658,119,18,50,261,94,195,105,107,40,5490,346,82,264,266,162
"811",-99.48498,27.59029,230,305,142,436,78,13,49,165,57,115,65,132,42,6334,377,67,310,276,161
"812",-97.67483,26.82676,224,286,148,660,130,18,52,261,93,183,108,102,39,5367,340,83,257,265,193
"813",-100.02003,20.94308,154,180,124,705,133,10,82,373,38,203,45,152,66,2217,270,40,230,172,124
"814",-99.77948,29.21041,204,284,111,610,82,26,41,213,85,187,85,137,41,6731,357,27,330,254,129
"815",-99.194,23.1,197,231,150,958,188,15,82,502,59,417,59,134,58,3314,303,72,231,224,150
"816",-99.19358,23.10006,194,229,148,962,191,15,82,504,59,418,59,135,58,3265,301,69,232,221,148
"817",-98.73981,28.08591,218,293,128,583,95,23,46,217,82,165,83,140,43,6418,369,47,322,266,146
"818",-99.10944,21.16389,235,270,187,1505,354,33,79,771,105,522,108,141,57,3353,351,107,244,260,201
"819",-99.14414,26.57824,229,300,143,539,109,16,57,221,66,166,74,128,42,6113,372,70,302,272,160
"820",-98.28491,27.64201,219,289,136,640,120,23,50,241,91,182,97,131,43,5935,360,60,300,263,147
"821",-98.94159,26.38768,235,304,152,523,107,16,56,211,66,149,73,129,43,5929,377,80,297,277,171
"822",-97.78982,27.10601,224,289,148,650,119,18,50,257,93,191,104,109,40,5499,348,82,266,267,162
"823",-97.56935,26.49053,224,284,151,671,139,19,54,266,93,177,113,95,38,5192,334,88,246,265,194
"824",-99.1323,26.61662,229,300,143,531,108,16,56,216,65,161,73,128,42,6123,371,69,302,272,160
"825",-99.46837,27.84687,222,299,135,509,89,20,48,197,69,139,71,136,43,6377,374,60,314,268,153
"826",-99.13931,26.53649,231,302,145,541,111,16,57,227,65,165,73,128,42,6136,374,72,302,274,162
"827",-97.88,16.828,214,231,193,2052,447,12,105,1257,38,539,55,166,72,1449,321,93,228,218,203
"828",-99.12483,26.5342,231,302,145,539,111,16,58,226,65,163,72,128,42,6126,374,72,302,274,162
"829",-99.16792,26.54708,230,303,144,543,108,16,56,227,65,169,73,127,41,6228,375,71,304,275,160
"830",-98.13997,26.07995,232,291,158,559,99,15,50,213,75,162,87,116,43,5223,357,90,267,272,173
"831",-101.00556,19.66694,170,195,143,912,208,7,99,566,32,220,37,147,63,1953,288,58,230,175,172
"832",-98.38054,26.1691,233,295,155,559,100,13,52,213,73,169,87,123,43,5488,365,85,280,274,172
"833",-98.592,21.098,232,266,185,1742,334,59,60,753,178,623,187,135,58,3296,341,110,231,259,197
"834",-99.15367,26.57133,230,301,144,541,109,16,56,222,66,167,74,127,42,6145,372,71,301,274,160
"835",-99.293,18.972,169,187,144,1023,217,5,100,624,28,285,28,158,69,1665,277,49,228,176,144
"836",-99.09342,26.48717,232,302,147,533,110,17,57,228,65,157,71,128,42,6063,375,74,301,275,164
"837",-99.29333,18.97167,169,187,144,1023,217,5,100,624,28,285,28,158,69,1665,277,49,228,176,144
"838",-99.0505,21.20333,209,241,167,1603,362,33,79,815,105,582,110,142,60,3028,323,87,236,233,180
"839",-99.125,21.29167,188,216,150,1560,388,29,83,820,96,543,114,142,62,2682,298,72,226,208,162
"840",-100.155,20.90111,147,172,118,714,137,10,84,386,39,206,39,150,66,2130,261,35,226,164,118
"841",-97.183,16.1,239,251,222,1513,320,2,101,882,12,449,32,154,76,1172,334,132,202,245,223
