"AUC","AUC.diff","ORate.MPT","ORate.10PT","TSS.MPT","TSS.10PT","bio15.contribution","bio17.contribution","bio18.contribution","bio19.contribution","bio3.contribution","bio6.contribution","bio7.contribution","bio10.contribution","bio12.contribution","bio15.permutation.importance","bio17.permutation.importance","bio18.permutation.importance","bio19.permutation.importance","bio3.permutation.importance","bio6.permutation.importance","bio7.permutation.importance","bio10.permutation.importance","bio12.permutation.importance","type","filter"
0.837610821899381,0.0557508218993812,0.000968523002421318,0.104071773636991,0.00293147699757861,0.500828226363009,9.75548,5.19514,12.78174,5.86722,0.58084,25.46118,13.7747,1.56768,25.01606,1.17396,11.39816,3.64184,0.58512,1.1865,30.38174,15.86202,4.15434,31.6163,"100","pca3"
0.837944683358482,0.0561446833584822,0.000484261501210659,0.102133557918377,0.0035157384987893,0.500366442081623,9.15966,4.81508,13.4153,5.63124,0.52044,25.57706,14.27888,1.41358,25.18872,1.2862,11.5423,3.59188,0.539,1.33154,29.69812,15.58568,4.14206,32.28328,"100","pca3"
0.838315867167304,0.0564958671673042,0.00145278450363195,0.101159186347101,0.00284721549636799,0.499440813652899,10.03232,4.9393,12.61238,6.06078,0.4533,26.16836,13.15888,1.41426,25.1604,1.44094,11.44976,3.79646,0.45018,1.22888,30.30834,15.2713,4.4248,31.62936,"100","pca3"
0.837358401176732,0.0553784011767321,0.000483091787439616,0.101153337778246,0.00371690821256032,0.499046662221754,10.13752,4.93534,12.49338,5.49118,0.53992,25.07254,13.89972,1.66114,25.76924,1.34868,11.60742,3.95586,0.60626,1.11472,29.46238,15.89386,4.38716,31.62366,"100","pca3"
0.837308085061585,0.0554480850615854,0.000484261501210659,0.102617819419588,0.00341573849878931,0.497182180580412,9.23796,4.93402,12.65874,5.84326,0.54116,26.05996,14.14202,1.42772,25.1552,1.16742,11.23916,3.6495,0.53688,1.15066,30.50254,16.20058,4.1759,31.37734,"100","pca3"
0.83785980249383,0.0560598024938298,0.000484261501210659,0.104067094781907,0.0035157384987893,0.496032905218093,9.24216,4.89676,12.57464,5.85892,0.59778,26.23402,13.76806,1.49976,25.32792,1.24154,11.17134,3.84982,0.5144,1.2394,30.14516,15.69436,4.31174,31.83226,"100","pca3"
0.837613166298207,0.0557531662982068,0.000484261501210659,0.106497759998128,0.0035157384987893,0.494502240001872,8.8062,4.98264,13.2885,5.23848,0.5674,24.83416,15.10192,1.34062,25.84014,1.20536,11.19132,3.92632,0.53192,1.26998,29.85192,15.93816,4.33492,31.7501,"100","pca3"
0.83733833473699,0.0555183347369898,0.000484261501210659,0.103104420348341,0.00321573849878933,0.495395579651659,10.52834,4.7903,12.84018,5.76788,0.62588,24.7696,13.52044,1.55708,25.60032,1.30274,11.50372,3.75918,0.65766,1.20166,31.22138,15.30684,4.20062,30.84618,"100","pca3"
0.838119144997719,0.0563391449977191,0.000484261501210659,0.101645787275854,0.00301573849878931,0.497754212724146,9.34106,4.4881,12.9881,5.67316,0.61386,25.98632,14.22202,1.62326,25.06412,1.18254,11.44498,3.80836,0.58896,1.26438,29.85366,15.78088,4.287,31.78924,"100","pca3"
0.838112455404663,0.0563524554046625,0.000484261501210659,0.102610801136962,0.00361573849878929,0.496889198863038,9.53828,4.8999,12.87958,6.16594,0.5962,26.02356,13.41072,1.67134,24.81452,1.33918,11.31916,3.59384,0.48224,1.11218,29.90024,15.85092,4.14854,32.2537,"100","pca3"
0.837845093050731,0.0559650930507305,0.000483091787439616,0.103576984711841,0.00331690821256032,0.495823015288159,9.84558,4.88994,12.36438,6.22202,0.5397,26.5765,13.69942,1.4,24.46244,1.4087,10.9868,3.76638,0.42352,1.09278,30.13534,15.8309,4.24916,32.10642,"100","pca3"
0.8376981822648,0.0558781822647998,0.000484261501210659,0.0982582961949211,0.0035157384987893,0.500441703805079,9.24388,4.8771,12.44872,5.8742,0.55244,26.25852,13.94186,1.34706,25.45622,1.36424,11.206,3.95302,0.63566,1.12562,29.80072,16.05234,4.1996,31.66278,"100","pca3"
0.838035656677311,0.056275656677311,0.000968523002421318,0.102124200208209,0.00333147699757865,0.497175799791791,9.57014,5.089,12.47948,6.21274,0.4997,26.58416,13.33806,1.30858,24.91808,1.22394,11.47172,3.78206,0.6677,1.0882,30.21794,15.50102,4.4428,31.60458,"100","pca3"
0.837542800411739,0.0557228004117393,0.000484261501210659,0.0992244797698004,0.00361573849878933,0.5000755202302,10.09486,4.8015,12.2176,6.17746,0.538,27.06806,13.34888,1.4113,24.3423,1.2565,11.2234,3.97208,0.61902,1.161,30.8397,15.68682,4.02638,31.21508,"100","pca3"
0.837901388450246,0.0561213884502462,0.000484261501210659,0.101141640640535,0.00321573849878929,0.498958359359465,10.11032,4.67214,12.74564,5.79158,0.54354,25.6362,13.85358,1.33328,25.31364,1.21962,11.34812,3.71712,0.4523,1.24618,30.25784,15.93426,4.33262,31.49194,"100","pca3"
0.837769933677229,0.0559699336772292,0.000968523002421318,0.103095062638172,0.00323147699757866,0.496504937361828,9.61744,4.53912,13.18316,6.15462,0.51232,26.2161,13.29416,1.37624,25.10692,1.1823,11.29214,4.05384,0.54206,1.1375,29.79284,16.00912,4.26918,31.72096,"100","pca3"
0.837488258705595,0.0555882587055947,0.000484261501210659,0.100200021054848,0.00331573849878928,0.501999978945152,10.18488,4.75724,12.89018,5.44082,0.50154,25.46132,14.2159,1.23208,25.31606,1.26692,11.43022,3.95616,0.56938,1.28554,30.15516,15.30658,4.4553,31.5748,"100","pca3"
0.837990973903686,0.0562309739036858,0.000484261501210659,0.103592190990865,0.00311573849878934,0.496524717221696,9.88854,4.92606,14.13642,5.32202,0.55766,24.5469,14.13466,1.37762,25.1101,1.42914,11.30952,4.11502,0.5542,1.20006,29.69172,15.60094,4.18712,31.9123,"100","pca3"
0.837734218221801,0.0559542182218011,0.000484261501210659,0.102119521353125,0.00361573849878929,0.495880478646875,9.90936,4.86958,12.40306,6.05154,0.55796,26.55436,13.13848,1.46474,25.05098,1.20864,11.56756,3.66106,0.56832,1.13164,30.1289,15.451,4.3107,31.9722,"100","pca3"
0.838110169783954,0.0563301697839538,0.000483091787439616,0.100187154203366,0.00371690821256032,0.499828584295423,9.58406,5.13972,13.01902,6.28094,0.52016,25.49952,13.48022,1.50474,24.97168,1.35906,11.48206,3.64862,0.56476,1.131,30.17116,15.9396,4.3199,31.38386,"100","pca3"
0.83782263571604,0.0559426357160403,0.000484261501210659,0.103089214069317,0.00361573849878929,0.497810785930683,9.85058,5.08386,12.44294,6.26076,0.52092,26.56408,13.46552,1.32484,24.4865,1.4913,11.4283,3.74562,0.5883,1.05946,30.21858,15.88684,4.3567,31.2249,"100","pca3"
0.837653868243441,0.0557938682434408,0.000484261501210659,0.101155677205788,0.00331573849878928,0.502344322794212,10.324,4.80572,13.17966,5.8802,0.44582,26.0079,13.95322,1.3022,24.1013,1.32406,11.26918,3.66088,0.50274,1.2045,29.9405,15.87446,4.24994,31.97376,"100","pca3"
0.838080178615293,0.0562401786152928,0.000966183574879231,0.103104420348341,0.00303381642512068,0.497995579651659,9.79752,4.83066,12.45898,5.6676,0.464,25.50238,14.09752,1.49126,25.69008,1.23598,11.22152,3.51778,0.49288,1.17796,30.50334,16.10862,4.3996,31.3423,"100","pca3"
0.837826813348774,0.0559268133487735,0.000484261501210659,0.10260846170942,0.00361573849878929,0.495808446503141,10.7671,4.92514,12.23594,6.27388,0.44244,25.62454,13.18816,1.34888,25.19384,1.27442,11.46456,3.75998,0.62232,1.25482,29.90672,15.82896,4.0811,31.80714,"100","pca3"
0.837387535822484,0.0555675358224842,0.00145278450363195,0.104566562562141,0.00304721549636804,0.495033437437859,10.2312,5.00614,12.46768,6.36814,0.66974,26.07462,13.11344,1.23074,24.83828,1.2944,11.14724,3.7854,0.53718,1.23828,30.24876,15.81684,4.25646,31.67546,"100","pca3"
0.83793731503901,0.05619731503901,0.00145278450363195,0.103576984711841,0.00264721549636799,0.494923015288159,9.80222,4.76944,13.10638,5.81488,0.55632,25.11828,13.50288,1.6361,25.6935,1.36926,11.12472,3.93774,0.588,1.20078,29.3252,15.6066,4.28342,32.56426,"100","pca3"
0.837460994139734,0.055680994139734,0.000484261501210659,0.105030938929244,0.00341573849878927,0.494569061070756,10.3954,4.87442,13.07506,6.12854,0.5083,25.70892,12.93626,1.34372,25.0294,1.24594,11.53806,3.89534,0.60644,1.1265,30.0398,15.68602,4.17684,31.68514,"100","pca3"
0.837347589512346,0.0554275895123463,0.000484261501210659,0.103580493853154,0.00331573849878928,0.496519506146846,9.52294,4.87334,13.1483,6.32018,0.53626,27.1713,12.88514,1.54354,23.99894,1.2704,11.5979,3.8959,0.48828,1.2779,30.44998,15.61912,4.18648,31.21404,"100","pca3"
0.838019690376765,0.0561196903767648,0.000484261501210659,0.102133557918377,0.00341573849878931,0.498766442081623,9.65958,4.96768,12.61424,6.53914,0.59534,26.21184,13.02954,1.62438,24.75826,1.2964,11.14004,3.67642,0.55934,1.2139,30.58268,16.0031,4.22228,31.30586,"100","pca3"
0.83716507176194,0.0552850717619398,0.000483091787439616,0.104069434209449,0.00371690821256037,0.49214630428934,9.9022,4.85992,12.74396,6.09804,0.53354,26.14924,13.0762,1.42996,25.20694,1.24764,11.1313,3.7701,0.72352,1.27052,29.91774,16.12634,4.18446,31.62834,"100","pca3"
0.837813399363676,0.0560133993636757,0.000483091787439616,0.10359803955972,0.00351690821256034,0.49701769893907,10.10698,4.84474,12.89174,5.841,0.45518,26.70454,13.06852,1.20868,24.87858,1.2584,10.98504,3.68398,0.52962,1.34456,29.6839,16.39356,4.43936,31.68154,"100","pca3"
0.837145826753693,0.0553058267536934,0.000484261501210659,0.103585172708238,0.00351573849878934,0.493214827291762,10.6037,4.7864,12.97054,6.23926,0.50638,25.70568,12.96918,1.32266,24.89626,1.469,11.42622,3.89378,0.64162,1.16756,30.0453,15.98858,4.17236,31.19558,"100","pca3"
0.837486824051655,0.0557268240516546,0.000484261501210659,0.103593360704636,0.00311573849878934,0.496706639295364,9.47616,4.93954,14.2809,6.09308,0.50906,26.27808,13.14894,1.16928,24.10496,1.33224,11.35058,3.9189,0.4575,1.18638,30.20718,16.0739,4.3636,31.10972,"100","pca3"
0.837718709864196,0.0559787098641962,0.000484261501210659,0.101145149781848,0.00341573849878931,0.499870588716941,10.01456,4.99774,12.19352,6.17308,0.51526,26.51204,13.14952,1.4591,24.9852,1.34416,11.25388,3.87384,0.41194,1.1733,30.43934,15.85576,4.5835,31.06432,"100","pca3"
0.837883971997052,0.0560239719970524,0.000484261501210659,0.0987238422757951,0.00331573849878932,0.502676157724205,9.63736,4.6799,13.32262,5.87104,0.57372,25.56964,13.9232,1.4174,25.00508,1.21642,11.12174,3.90118,0.55058,1.15616,30.04878,16.05286,4.22766,31.72462,"100","pca3"
0.838449199623352,0.0566691996233522,0.00145278450363195,0.103578154425612,0.00284721549636799,0.497521845574388,9.4725,4.87474,12.88356,5.6685,0.43572,25.67438,13.82946,1.55384,25.6073,1.31588,11.2125,3.73198,0.54094,1.2023,30.37992,16.06712,4.41604,31.13328,"100","pca3"
0.837662310067726,0.0557223100677264,0.000484261501210659,0.0996970441333006,0.00341573849878927,0.500602955866699,9.99944,5.2061,12.83982,6.26,0.59172,25.82628,13.0337,1.3703,24.87264,1.32132,11.9355,3.52404,0.49446,1.20134,29.9609,15.41544,4.30664,31.84036,"100","pca3"
0.837412627352587,0.0555526273525868,0.000483091787439616,0.102611970850733,0.00341690821256033,0.499588029149267,9.58114,4.9491,12.3714,5.90604,0.5299,26.0286,13.8896,1.505,25.23922,1.1424,11.32742,3.6709,0.59228,1.1136,30.56946,15.8673,4.18168,31.53494,"100","pca3"
0.838433595641646,0.0566135956416465,0.000484261501210659,0.101651635844709,0.00341573849878936,0.497648364155291,10.21156,4.73248,12.3668,6.28362,0.56174,25.44874,13.43936,1.39668,25.55902,1.36056,11.37734,4.01396,0.56714,1.29034,30.06644,15.59018,4.06492,31.66914,"100","pca3"
0.837371893240224,0.0555118932402241,0.000484261501210659,0.101644617562083,0.00331573849878932,0.498455382437917,9.69806,4.85578,12.61424,6.30174,0.62186,26.93694,13.48418,1.5069,23.98032,1.28516,11.17022,3.6786,0.52338,1.21276,29.97608,16.0926,4.3523,31.7089,"100","pca3"
0.838082832403411,0.0561828324034109,0.000484261501210659,0.102118351639354,0.00361573849878933,0.497581648360646,9.29238,4.97706,13.18912,5.88986,0.56188,25.35562,14.10742,1.28086,25.34578,1.20564,11.56324,3.86924,0.66638,1.1804,29.92062,15.6164,4.36918,31.60892,"100","pca3"
0.837779992923232,0.0559199929232317,0.00145278450363195,0.105517539857997,0.00244721549636802,0.494382460142003,9.89024,4.8144,13.05902,5.93064,0.54136,26.29186,13.86098,1.45182,24.1597,1.12126,11.46532,3.82074,0.50984,1.18544,29.91168,15.77212,4.23244,31.98112,"100","pca3"
0.838058840696681,0.0562588406966815,0.000968523002421318,0.102128879063293,0.00303147699757862,0.498171120936707,10.3223,4.80038,13.15566,5.73976,0.55154,25.06502,13.3953,1.42674,25.54326,1.3245,11.54072,3.73486,0.68478,1.14812,29.91646,15.75186,4.41816,31.48062,"100","pca3"
0.838022648582892,0.0562426485828918,0.000484261501210659,0.10310325063457,0.0035157384987893,0.49769674936543,9.52454,4.91346,12.28426,5.89884,0.58832,25.7937,13.59488,1.50382,25.89816,1.32418,11.08322,3.91534,0.53356,1.2577,30.02358,16.19892,4.35696,31.30656,"100","pca3"
0.837797652384461,0.0560376523844615,0.000484261501210659,0.10115801663333,0.00331573849878932,0.49924198336667,9.60208,4.92362,13.03076,5.78424,0.45124,25.71198,13.68962,1.35766,25.44874,1.37372,11.10854,3.89614,0.59504,1.1879,30.62234,15.33758,4.1502,31.7286,"100","pca3"
0.838342358552362,0.0566023585523622,0.000484261501210659,0.0992209706284872,0.00371573849878928,0.501079029371513,9.35512,5.00574,12.65038,5.89644,0.48748,25.86906,13.88212,1.3025,25.55116,1.33468,11.31468,3.6431,0.53488,1.1042,29.77202,15.69042,4.41896,32.18708,"100","pca3"
0.838277487396334,0.0565374873963341,0.000484261501210659,0.102613140564504,0.00371573849878928,0.497286859435496,9.34244,4.8872,12.34376,5.49106,0.48438,26.41602,14.12588,1.1795,25.72974,1.23986,11.5664,3.6516,0.48732,1.16286,30.32214,15.6672,4.3568,31.54582,"100","pca3"
0.838013583008738,0.0562735830087378,0.000484261501210659,0.101167374343498,0.00371573849878928,0.498632625656502,9.4859,5.00798,12.36248,5.69424,0.43958,26.07878,14.39676,1.07462,25.45962,1.30194,11.6233,3.84186,0.3731,1.27546,29.86892,15.90026,4.24944,31.56574,"100","pca3"
0.837797254096923,0.0559772540969225,0.000484261501210659,0.101641108420769,0.00351573849878926,0.497958891579231,9.52912,4.81882,12.2836,6.19374,0.60916,26.21772,13.78144,1.53154,25.03496,1.21556,11.24938,3.93164,0.63982,1.0995,30.42814,15.5405,4.15392,31.7415,"100","pca3"
0.837711128656818,0.0558311286568177,0.000484261501210659,0.105524558140623,0.00341573849878927,0.495775441859377,9.64968,4.86876,12.93826,6.01502,0.5543,26.34142,13.04674,1.52768,25.05814,1.28928,11.37996,4.01782,0.57314,1.23292,29.71982,15.95544,4.21808,31.61354,"100","pca3"
0.83757955749728,0.0557595574972804,0.000968523002421318,0.099708741271011,0.00303147699757869,0.499606997227778,9.27516,4.98134,13.37616,5.73518,0.52582,25.44388,14.14984,1.3163,25.19632,1.35298,11.26506,3.70512,0.511,1.12956,30.08994,15.83096,4.3682,31.74722,"100","pca3"
0.837494625457651,0.0556546254576505,0.000484261501210659,0.100687791697372,0.0035157384987893,0.497612208302628,10.03038,5.06782,12.8278,5.9002,0.48588,25.70998,13.29522,1.40838,25.2743,1.20998,11.39208,3.90036,0.5174,1.18814,29.71866,15.9622,4.29618,31.81494,"100","pca3"
