"AUC","AUC.diff","ORate.MPT","ORate.10PT","TSS.MPT","TSS.10PT","bio_2.contribution","bio_4.contribution","bio_6.contribution","bio_10.contribution","bio_13.contribution","bio_14.contribution","bio_18.contribution","bio_2.permutation.importance","bio_4.permutation.importance","bio_6.permutation.importance","bio_10.permutation.importance","bio_13.permutation.importance","bio_14.permutation.importance","bio_18.permutation.importance","type","filter"
0.862192857142857,0.06477,0.0285714285714286,0.0857142857142857,0.458628571428571,0.596185714285714,69.80634,0.22326,3.35482,1.04694,0.1964,8.77508,16.59716,48.1839,0.59576,0.63444,4.74098,3.6089,6.73208,35.50398,"20","pca2"
0.867971428571429,0.0356514285714286,0.0285714285714286,0.114285714285714,0.461728571428571,0.564014285714286,68.91958,0.30866,4.59222,0.96588,0.11412,8.1577,16.94186,50.23652,0.96648,0,3.06096,2.22482,9.3805,34.13068,"20","pca2"
0.873942857142857,0.0722057142857143,0.0285714285714286,0.114285714285714,0.449928571428571,0.553414285714286,69.60952,0.01152,3.92932,1.02188,0.04678,8.37274,17.0083,52.15378,0,0.23674,4.35676,0.70496,8.07948,34.46826,"20","pca2"
0.876264285714286,0.0676414285714285,0.0571428571428571,0.114285714285714,0.440357142857143,0.557714285714286,70.75898,0.00642,2.6565,1.08978,0.06742,9.08084,16.34006,45.8914,0,0,7.60038,1.48546,10.16924,34.85354,"20","pca2"
0.872542857142857,0.0331085714285714,0.0285714285714286,0.0857142857142857,0.456828571428571,0.587485714285714,69.21122,0.31668,4.43066,0.94584,0.10086,8.14296,16.85176,50.84132,0.01056,1.06866,5.48438,0.64388,9.01368,32.93754,"20","pca2"
0.8756,0.0506171428571428,0.0285714285714286,0.0857142857142857,0.445728571428571,0.584385714285714,70.2593,0.03008,3.07164,1.06882,0.111,8.84938,16.60976,46.49282,0,0.68682,5.59638,1.42944,8.9211,36.87346,"20","pca2"
0.874085714285714,0.0444457142857143,0.0285714285714286,0.114285714285714,0.473628571428571,0.567014285714286,69.99302,0.05826,3.01132,1.08962,0.12142,9.00294,16.72338,51.49962,0.09772,0,7.14474,1.54356,5.04266,34.67172,"20","pca2"
0.879742857142857,0.0523428571428572,0.0285714285714286,0.0857142857142857,0.463928571428571,0.590085714285714,70.47628,0.03306,2.82136,0.97284,0.09548,8.73352,16.86748,50.4737,0.18024,0,5.04876,1.77426,9.42152,33.10156,"20","pca2"
0.877885714285714,0.0379742857142857,0.0571428571428571,0.0857142857142857,0.435457142857143,0.588285714285714,70.55018,0.0888,3.00874,1.0981,0.0808,8.55434,16.61906,49.61086,0.52418,0.18622,5.01546,2.50712,11.50804,30.64812,"20","pca2"
0.874857142857143,0.04822,0.0285714285714286,0.114285714285714,0.447928571428571,0.564614285714286,70.72812,0.12188,2.75418,1.0277,0.07994,8.76644,16.52168,50.49398,1.1867,0.07364,4.40636,2.71642,8.88682,32.2361,"20","pca2"
0.861864285714286,0.0512214285714285,0.0285714285714286,0.142857142857143,0.466128571428571,0.528942857142857,70.02498,0.04586,3.31978,0.99078,0.06666,8.76042,16.79152,56.18384,0.6292,0,3.47508,1.22932,7.21462,31.26796,"20","pca2"
0.871192857142857,0.0468785714285714,0.0285714285714286,0.0857142857142857,0.464028571428571,0.586485714285714,71.06966,0.00922,2.32626,1.13192,0.15932,8.62966,16.67398,53.15352,0.27976,0,3.79928,2.44994,10.43842,29.87906,"20","pca2"
0.873428571428571,0.0616457142857143,0.0571428571428571,0.0857142857142857,0.445357142857143,0.590985714285714,70.70854,0.01864,2.51452,1.14192,0.15636,8.75812,16.70196,50.06264,0.91456,0,5.3239,2.25638,5.90522,35.53728,"20","pca2"
0.879142857142857,0.0369485714285714,0.0571428571428571,0.0857142857142857,0.440557142857143,0.582885714285714,70.498,0.00994,3.15184,1.02524,0.08308,8.68828,16.54362,52.11786,0,0.38044,0.74922,1.62006,7.625,37.50742,"20","pca2"
0.873557142857143,0.01576,0.0285714285714286,0.0857142857142857,0.455528571428571,0.584985714285714,68.79302,0.1337,4.8478,0.96956,0.15694,7.79354,17.3054,47.37862,0,0.34154,3.22176,1.51608,10.02166,37.52032,"20","pca2"
0.872985714285714,0.03876,0.0285714285714286,0.0857142857142857,0.451228571428571,0.590185714285714,69.7164,0.0823,3.6836,1.03628,0.14486,8.57606,16.76046,53.67312,0.12874,0.10436,2.21298,2.07266,11.1407,30.6674,"20","pca2"
0.863557142857143,0.0525628571428572,0.0285714285714286,0.142857142857143,0.469728571428571,0.548442857142857,69.13556,0.26718,4.45248,0.92234,0.12924,8.42316,16.67008,50.85512,0.30522,0.5581,3.52224,2.64944,9.47362,32.63622,"20","pca2"
0.871478571428571,0.0655157142857143,0.0285714285714286,0.114285714285714,0.458228571428571,0.566214285714286,70.38688,0.0269,2.41544,1.12768,0.08046,8.75462,17.20802,55.0927,0.1838,0,2.42094,1.7571,6.21538,34.33008,"20","pca2"
0.873635714285714,0.0388385714285715,0.0285714285714286,0.171428571428571,0.442928571428571,0.516671428571429,69.93244,0.06994,3.62918,1.00186,0.14284,8.5984,16.62536,49.72706,0.28396,0.6029,3.5744,3.45368,8.22128,34.13674,"20","pca2"
0.877757142857143,0.0354114285714286,0.0571428571428571,0.114285714285714,0.441557142857143,0.564214285714286,70.27914,0.00126,3.21312,1.09008,0.1268,8.5853,16.70432,55.01366,0.40484,0.0045,4.25076,2.41434,10.55914,27.35274,"20","pca2"
0.864114285714286,0.0402,0.0285714285714286,0.0857142857142857,0.465828571428571,0.580585714285714,69.3194,0.0517,4.03456,1.06048,0.07054,8.51322,16.9501,46.35896,0.35762,0.7258,9.15682,0.5233,9.62304,33.25448,"20","pca2"
0.868614285714286,0.0580771428571429,0.0285714285714286,0.142857142857143,0.456828571428571,0.534642857142857,69.964,0.16778,3.3995,1.01896,0.07132,8.67032,16.7081,52.65704,0.12328,0.37528,3.80404,0.81788,7.4298,34.7927,"20","pca2"
0.866228571428571,0.0499514285714286,0.0285714285714286,0.0857142857142857,0.463828571428571,0.581785714285714,69.97738,0.06294,3.1986,1.07516,0.0696,8.8663,16.75004,46.4486,0.29812,0.02998,5.6628,1.78752,8.87508,36.8979,"20","pca2"
0.880714285714286,0.0227114285714285,0.0285714285714286,0.114285714285714,0.453628571428571,0.561614285714286,71.28666,0.00238,2.41348,1.12884,0.09934,8.72904,16.34026,54.3088,0,0,2.48414,1.59616,8.68584,32.92504,"20","pca2"
0.871192857142857,0.0285157142857143,0.0285714285714286,0.0857142857142857,0.456028571428571,0.583585714285714,71.08474,0.015,2.39072,1.06038,0.1014,9.02214,16.3256,50.24144,0,0,3.83536,2.81554,10.79942,32.30822,"20","pca2"
0.873971428571429,0.0530685714285715,0.0285714285714286,0.114285714285714,0.452628571428571,0.561414285714286,70.73232,0.07294,2.51876,1.13182,0.07312,8.81846,16.65258,44.33016,1.24206,0,4.99106,2.23948,9.226,37.97126,"20","pca2"
0.874828571428571,0.0263085714285714,0.0285714285714286,0.0857142857142857,0.474928571428571,0.587285714285714,70.38514,0.02502,3.09862,1.00758,0.23464,8.60574,16.64326,52.92214,0,0.19254,5.25212,2.73894,4.39036,34.50388,"20","pca2"
0.874628571428571,0.0567257142857143,0.0571428571428571,0.0857142857142857,0.441157142857143,0.583285714285714,70.45326,0.02844,2.97276,1.1066,0.0399,8.65602,16.74302,53.92632,0.60824,0,3.86002,1.61994,7.49236,32.49316,"20","pca2"
0.875957142857143,0.0170914285714286,0.0285714285714286,0.142857142857143,0.463628571428571,0.532642857142857,69.34938,0.17022,4.21354,0.9845,0.10422,8.33924,16.83884,41.42308,0.13934,0.93976,6.97968,0.611,8.51164,41.39552,"20","pca2"
0.863814285714286,0.0713714285714286,0.0285714285714286,0.114285714285714,0.461028571428571,0.559014285714286,68.71294,0.20836,4.24308,0.96294,0.1216,8.57388,17.17718,47.03836,1.4451,0,8.44628,1.21898,8.0982,33.7531,"20","pca2"
0.871364285714286,0.0357585714285714,0.0285714285714286,0.114285714285714,0.459028571428571,0.565114285714286,70.13352,0.03602,3.36676,0.99942,0.24044,8.74918,16.47468,50.88394,0,0,3.31768,2.96798,7.57906,35.25132,"20","pca2"
0.870421428571429,0.0239271428571429,0.0285714285714286,0.0857142857142857,0.455228571428571,0.592085714285714,70.46258,0.08784,3.15406,1.0443,0.08218,8.69324,16.4758,51.41078,0.01066,0.29594,4.92786,1.33836,9.82276,32.19364,"20","pca2"
0.871028571428571,0.0668542857142857,0.0857142857142857,0.114285714285714,0.419585714285714,0.572514285714286,69.50816,0.14324,3.74778,0.99136,0.20498,8.66536,16.7391,44.38312,0.00922,0.69138,8.4725,2.8171,8.26078,35.36592,"20","pca2"
0.872871428571429,0.0326742857142857,0.0285714285714286,0.114285714285714,0.457028571428571,0.554014285714286,69.81354,0.05852,3.75616,0.99244,0.05256,8.34384,16.98296,47.92684,1.98252,0.02132,4.89198,0.54914,7.23546,37.39272,"20","pca2"
0.873685714285714,0.0528171428571429,0.0285714285714286,0.114285714285714,0.453728571428571,0.561214285714286,70.72492,0.02026,2.77318,1.07514,0.06678,8.828,16.5117,51.1563,0.31852,0.09976,8.58706,0.78488,6.8638,32.18966,"20","pca2"
0.870514285714286,0.0556342857142857,0.0285714285714286,0.114285714285714,0.441728571428571,0.571114285714286,69.55288,0.15752,3.63388,0.99584,0.1994,8.53234,16.92812,48.59772,1.09658,0.20292,5.6335,2.05416,8.2091,34.20604,"20","pca2"
0.868628571428571,0.0261171428571428,0.0285714285714286,0.0857142857142857,0.461028571428571,0.583085714285714,69.52888,0.08156,4.1569,1.06594,0.08828,8.09188,16.98656,56.94428,0.09676,0.13992,3.88184,1.8085,6.60264,30.52606,"20","pca2"
0.875928571428571,0.04822,0.0285714285714286,0.114285714285714,0.465328571428571,0.564614285714286,70.06012,0.14318,3.5293,1.08778,0.0909,8.49622,16.59256,46.21408,0,0.14596,4.15888,0.70868,6.5296,42.2428,"20","pca2"
0.872864285714286,0.06925,0.0285714285714286,0.142857142857143,0.470828571428571,0.533542857142857,70.09692,0.00702,2.78564,1.18028,0.1554,8.84032,16.93444,48.45062,0,0.57566,5.69452,3.80208,7.97412,33.50298,"20","pca2"
0.865942857142857,0.0298114285714286,0.0285714285714286,0.114285714285714,0.451628571428571,0.560714285714286,69.03462,0.23184,4.47966,0.88434,0.12552,8.2439,17.00014,48.68546,0.02082,0.38726,4.02642,3.15398,6.8318,36.89426,"20","pca2"
0.870864285714286,0.0397842857142857,0.0285714285714286,0.0857142857142857,0.470428571428571,0.580385714285714,69.6322,0.11638,3.37276,1.06578,0.04982,8.5239,17.23912,45.32244,3.02532,0,5.88366,1.66038,7.5871,36.52114,"20","pca2"
0.874785714285714,0.0451028571428572,0.0285714285714286,0.0857142857142857,0.467228571428571,0.586485714285714,70.2232,0.01736,3.1128,1.23712,0.11122,8.52978,16.76854,45.62876,0.4039,0,6.6024,2.73608,12.27558,32.35328,"20","pca2"
0.873007142857143,0.02289,0.0285714285714286,0.0857142857142857,0.458628571428571,0.589185714285714,69.72576,0.04072,3.99792,1.024,0.1051,8.11108,16.99544,43.90054,0,1.94104,5.36644,2.78,10.41184,35.60014,"20","pca2"
0.860385714285714,0.0842742857142857,0.0285714285714286,0.142857142857143,0.446628571428571,0.535942857142857,69.75876,0.12358,3.19654,1.02688,0.13832,8.7937,16.96226,50.45848,0.74002,0.0193,4.00564,3.31668,6.33718,35.1227,"20","pca2"
0.874485714285714,0.0206714285714286,0.0285714285714286,0.0857142857142857,0.467328571428571,0.590085714285714,70.20458,0.0183,3.3408,1.10272,0.11574,8.5941,16.62376,54.11252,0.3252,0.72152,5.54986,3.0167,8.41304,27.86112,"20","pca2"
0.858342857142857,0.0665342857142857,0.0285714285714286,0.171428571428571,0.462728571428571,0.516371428571428,69.18746,0.21076,3.79804,0.855,0.12886,8.47392,17.34596,45.88584,0.31188,0.003,4.94806,1.81876,8.23662,38.79584,"20","pca2"
0.868057142857143,0.0554657142857143,0.0285714285714286,0.171428571428571,0.469128571428571,0.515171428571429,70.02932,0.03478,2.95698,1.0441,0.24042,8.6612,17.03324,48.12698,0,0.00138,8.6199,4.57108,8.81138,29.8693,"20","pca2"
0.865142857142857,0.0526942857142857,0.0285714285714286,0.114285714285714,0.450128571428571,0.561814285714286,70.3402,0,2.84608,1.1071,0.0652,8.6072,17.0342,52.17192,0,0,2.34088,2.39218,10.85112,32.2439,"20","pca2"
0.868764285714286,0.0541271428571428,0.0285714285714286,0.0857142857142857,0.464028571428572,0.595485714285714,70.3116,0.05926,2.76846,1.03082,0.19272,8.64502,16.99208,46.40706,0.11132,0,5.30052,3.68142,7.20422,37.29544,"20","pca2"
0.874421428571429,0.0193585714285714,0.0285714285714286,0.0857142857142857,0.455728571428571,0.588085714285714,70.47602,0.03244,2.90472,1.1322,0.09256,8.75688,16.60514,53.5445,0.4457,0,3.41908,1.8134,7.85124,32.9261,"20","pca2"
0.866835714285714,0.0727385714285715,0.0285714285714286,0.171428571428571,0.467728571428571,0.507571428571429,70.2234,0.0353,2.97842,1.12874,0.15594,8.8803,16.59784,53.22476,0.01522,0,6.94256,1.61004,7.12132,31.08614,"20","pca2"
0.878814285714286,0.0594885714285714,0.0571428571428571,0.142857142857143,0.447457142857143,0.536342857142857,70.12842,0.03294,3.48618,0.98974,0.10416,8.53756,16.721,48.72924,0.01254,0.36816,1.94408,2.56526,8.9603,37.42044,"20","pca2"
0.874128571428571,0.02258,0.0285714285714286,0.114285714285714,0.463228571428571,0.566114285714286,70.8681,0.02024,2.7729,1.16142,0.0822,8.44756,16.64762,51.23142,0.52904,0,5.6256,0.40602,9.9316,32.27634,"20","pca2"
0.87735,0.0421385714285714,0.0285714285714286,0.0857142857142857,0.454428571428571,0.582785714285714,70.39534,0.08376,3.20142,1.05358,0.10986,8.59714,16.5589,47.58064,0,0.4507,4.16608,2.74292,8.58662,36.47304,"20","pca2"
0.876828571428571,0.0218857142857143,0.0285714285714286,0.114285714285714,0.457728571428571,0.559714285714286,70.33642,0.06896,3.3759,1.06936,0.05144,8.52748,16.57048,58.77616,0.00642,1.57072,5.13256,0.63584,4.44498,29.4333,"20","pca2"
0.864592857142857,0.0373757142857143,0.0285714285714286,0.114285714285714,0.460328571428571,0.564214285714286,69.87604,0.03284,3.16904,1.0226,0.10646,8.78752,17.00556,43.4152,0.20982,0.44732,3.6919,2.61546,11.00464,38.61564,"20","pca2"
0.865928571428571,0.02882,0.0285714285714286,0.114285714285714,0.452128571428571,0.563214285714286,70.26394,0.03812,3.23154,1.00576,0.12646,8.70774,16.62642,47.34172,0.01046,0,5.52634,0.76952,9.55592,36.79608,"20","pca2"
0.864842857142857,0.0586657142857143,0.0571428571428571,0.142857142857143,0.447157142857143,0.539342857142857,69.31406,0.0317,3.6372,1.1042,0.22316,8.61056,17.07908,43.01006,0,0,4.3928,2.8209,9.30096,40.47528,"20","pca2"
0.87335,0.04625,0.0285714285714286,0.142857142857143,0.455528571428571,0.543442857142857,69.93744,0.14224,3.04082,1.04658,0.21974,8.80232,16.81088,53.52164,0.4827,0.02318,4.39282,1.39648,6.0176,34.16556,"20","pca2"
0.862935714285714,0.0657614285714286,0.0571428571428572,0.142857142857143,0.444257142857143,0.544742857142857,69.54778,0.05292,3.29776,1.07264,0.09344,9.23224,16.70324,52.95866,0.0258,0.05826,3.9478,1.87156,10.85688,30.28108,"20","pca2"
0.861835714285714,0.0621271428571429,0.0285714285714286,0.142857142857143,0.460528571428572,0.538742857142857,70.20642,0.06592,2.95798,1.0727,0.07496,8.74116,16.88094,48.67988,1.14554,0.3583,4.01014,2.18942,8.04956,35.5672,"20","pca2"
0.875971428571429,0.0413885714285714,0.0285714285714286,0.142857142857143,0.459928571428571,0.532942857142857,70.40366,0.07182,3.0104,1.051,0.09048,8.78558,16.58706,45.73836,0,0.41892,5.64392,1.60786,11.3912,35.1997,"20","pca2"
0.874735714285714,0.0681042857142857,0.0571428571428571,0.142857142857143,0.438457142857143,0.543442857142857,70.91712,0,2.54646,1.11084,0.14938,8.92756,16.3486,52.5524,0,0,3.7126,2.24164,7.50018,33.99322,"20","pca2"
0.869628571428571,0.0443742857142857,0.0285714285714286,0.0857142857142857,0.472628571428571,0.592585714285714,70.05536,0.01022,3.17122,0.99414,0.1405,8.8876,16.74094,50.077,0,0.66618,3.0063,3.43958,10.94844,31.8625,"20","pca2"
0.8661,0.0548571428571428,0.0285714285714286,0.114285714285714,0.458228571428571,0.558814285714286,69.60624,0.05558,3.20324,0.99776,0.32424,8.48892,17.324,50.41106,0,0,2.06378,5.0307,8.71646,33.778,"20","pca2"
0.877114285714286,0.0601142857142857,0.0285714285714286,0.0857142857142857,0.450828571428571,0.584885714285714,69.75988,0.09858,3.3597,1.0704,0.07748,8.7233,16.91064,48.81516,0.09924,1.2846,2.10754,2.6469,7.77368,37.27288,"20","pca2"
0.8738,0.0488942857142857,0.0285714285714286,0.114285714285714,0.471128571428571,0.567214285714286,70.21846,0.122,3.35934,1.06966,0.14046,8.83698,16.2531,48.34144,0.08598,0.42506,5.26462,2.92734,6.54656,36.40902,"20","pca2"
0.873285714285714,0.0509285714285715,0.0285714285714286,0.114285714285714,0.456528571428571,0.564214285714286,70.60856,0.01582,2.7603,0.99992,0.17172,8.65918,16.78448,53.10824,0.0781,0,4.49302,2.87134,6.09926,33.35004,"20","pca2"
0.867157142857143,0.0719314285714286,0.0285714285714286,0.114285714285714,0.474828571428571,0.564814285714286,70.25058,0.02836,2.69736,1.10472,0.10722,8.9366,16.87512,47.62502,0.97624,0,5.4302,1.6147,11.19152,33.1623,"20","pca2"
0.875657142857143,0.0505542857142858,0.0571428571428571,0.114285714285714,0.448457142857143,0.570114285714286,69.3481,0.19198,3.99672,0.97386,0.11954,8.42182,16.94802,47.92788,1.55814,0.68908,5.347,1.2066,12.18078,31.09054,"20","pca2"
0.873564285714286,0.0551385714285714,0.0285714285714286,0.114285714285714,0.466328571428571,0.571614285714286,69.56882,0.16256,3.83286,1.03206,0.13656,8.34868,16.91846,49.097,0,0.44048,3.91742,3.81632,9.19236,33.53642,"20","pca2"
0.870371428571429,0.0678057142857143,0.0857142857142857,0.114285714285714,0.417785714285714,0.570114285714286,69.51134,0.11696,3.92088,1.08142,0.17282,8.58844,16.60818,47.60708,0.3123,0.45194,5.7155,3.29978,10.53124,32.08218,"20","pca2"
0.869714285714286,0.0526999999999999,0.0285714285714286,0.0857142857142857,0.466528571428571,0.592185714285714,69.97378,0.05046,3.19314,1.0431,0.20198,8.76506,16.77246,51.58272,0.08392,0,3.78054,2.4512,10.28864,31.81302,"20","pca2"
0.874628571428571,0.0390057142857143,0.0285714285714286,0.142857142857143,0.466528571428571,0.537742857142857,70.39056,0.01116,2.669,1.09836,0.26804,8.49736,17.0655,43.23894,0.04668,0,7.48544,4.69204,6.51752,38.01942,"20","pca2"
0.876014285714286,0.06208,0.0285714285714286,0.114285714285714,0.461428571428571,0.563214285714286,71.2356,0,2.31848,1.14762,0.10476,8.92274,16.27088,50.6806,0,0.13548,3.06162,2.3755,6.68048,37.06634,"20","pca2"
0.870107142857143,0.0312385714285714,0.0285714285714286,0.114285714285714,0.440128571428571,0.560114285714286,70.59866,0.02102,2.69068,1.1763,0.04252,8.85388,16.6169,50.63888,0.1918,0,10.41804,1.23596,9.68922,27.82616,"20","pca2"
0.867921428571429,0.0615814285714286,0.0285714285714286,0.171428571428571,0.445528571428571,0.508971428571429,68.83014,0.11964,4.43658,1.09536,0.12542,8.26884,17.12402,51.6517,1.54704,0.04356,4.24012,1.86232,5.4655,35.18976,"20","pca2"
0.879428571428571,0.0325285714285714,0.0571428571428571,0.0857142857142857,0.446057142857143,0.585585714285714,70.17852,0.0522,3.55534,1.03986,0.04544,8.45056,16.67808,53.58592,0.2569,0.1221,3.969,0.74902,8.46864,32.84846,"20","pca2"
0.867742857142857,0.0402028571428571,0.0285714285714286,0.114285714285714,0.452728571428571,0.563614285714286,70.5831,0,2.68576,1.12322,0.07616,8.64294,16.8888,56.81866,0.00528,0.0371,0.91722,0.50558,8.33994,33.3762,"20","pca2"
0.871121428571429,0.0484957142857143,0.0285714285714286,0.114285714285714,0.459028571428571,0.568614285714286,70.4949,0.01222,2.82828,1.1373,0.07294,8.85138,16.60296,48.8023,0,0.14614,6.5168,1.1278,10.48706,32.91988,"20","pca2"
0.869057142857143,0.0631428571428572,0.0285714285714286,0.0857142857142857,0.468728571428571,0.587085714285714,70.08162,0.02334,2.93718,1.0901,0.11982,8.71494,17.033,53.13196,0.35354,0.12708,4.66204,2.26692,8.02598,31.43242,"20","pca2"
0.864178571428571,0.0404985714285715,0.0285714285714286,0.0857142857142857,0.446028571428571,0.581185714285714,70.79974,0,2.60438,1.05166,0.064,8.73,16.75026,53.49918,0,1.32882,4.57218,0.79782,6.62958,33.17238,"20","pca2"
0.872692857142857,0.05677,0.0285714285714286,0.114285714285714,0.460128571428571,0.561314285714286,70.08348,0.06182,3.52656,0.97174,0.09096,8.50714,16.7583,51.63992,0,0.67662,6.18646,2.193,7.28802,32.01602,"20","pca2"
0.872842857142857,0.0489914285714286,0.0285714285714286,0.114285714285714,0.460128571428571,0.560114285714286,70.38598,0.05246,2.89566,1.06528,0.08084,9.09634,16.42344,45.52602,0,1.2572,4.89514,1.21928,12.7098,34.39256,"20","pca2"
0.872078571428571,0.0564042857142857,0.0285714285714286,0.0857142857142857,0.446828571428571,0.588585714285714,69.3699,0.10018,3.93468,1.13392,0.07714,8.52886,16.85532,45.4724,0,0.2181,6.94844,1.90024,6.4702,38.99062,"20","pca2"
0.8729,0.0647057142857143,0.0857142857142857,0.0857142857142857,0.419785714285714,0.589085714285714,70.6024,2e-04,2.7626,1.04016,0.20446,8.71888,16.67126,53.25852,0,0,6.73628,4.67516,4.96408,30.36602,"20","pca2"
0.876171428571429,0.0402685714285714,0.0571428571428571,0.0857142857142857,0.445257142857143,0.595285714285714,69.6986,0.0478,3.67212,0.97884,0.1316,8.71734,16.75372,43.98408,0.05282,1.14824,2.13056,1.88382,10.49952,40.301,"20","pca2"
0.861978571428571,0.0972785714285714,0.0285714285714286,0.142857142857143,0.468328571428571,0.534742857142857,69.97334,0.00328,2.968,1.18602,0.1104,8.88758,16.87136,54.46228,0,0,2.97146,2.02122,8.92432,31.6207,"20","pca2"
0.875028571428571,0.0363885714285714,0.0285714285714286,0.0857142857142857,0.462828571428571,0.589285714285714,70.81182,0.02734,2.8794,1.04658,0.1049,8.7498,16.38022,54.39834,0.11568,0.02,7.82894,2.2143,5.75508,29.66766,"20","pca2"
0.861526190476191,0.0707128571428571,0.0666666666666667,0.133333333333333,0.392833333333333,0.523666666666667,68.75922,0.01216,6.60342,1.50942,0.01622,7.9117,15.18784,56.49868,0,0.52106,4.5954,0.83358,5.13868,32.41254,"15","pca2"
0.855622619047619,0.0580345238095238,0.0333333333333333,0.1,0.435166666666667,0.5539,67.99926,0.03312,7.19834,1.6258,0.10022,8.03848,15.00474,45.45,0,0.88834,6.59964,0.85628,9.85546,36.3503,"15","pca2"
0.86322380952381,0.0761790476190476,0.0333333333333333,0.119047619047619,0.425166666666667,0.549252380952381,69.35342,0.01796,5.34082,1.6735,0.07596,8.57568,14.96268,54.51696,0,2.78838,9.00518,0.63862,5.69052,27.36036,"15","pca2"
0.863267857142857,0.0797264285714286,0.0666666666666667,0.128571428571429,0.392733333333333,0.536028571428571,68.87384,0.01622,6.18274,1.61694,0.02492,8.17748,15.10786,48.46314,0,3.99628,7.36202,0.05476,8.27736,31.84644,"15","pca2"
0.866319047619048,0.0357190476190476,0.0333333333333333,0.161904761904762,0.421966666666667,0.506895238095238,70.0845,0.0227,4.93812,1.57498,0.17308,8.35242,14.85418,53.92206,0,0.05082,3.68204,2.46496,7.6225,32.25764,"15","pca2"
0.861954761904762,0.0589347619047619,0.0666666666666667,0.166666666666667,0.390733333333333,0.491733333333333,69.70006,0.00552,5.33668,1.5847,0.0605,8.42222,14.89028,55.4262,0,0.5953,8.37336,0.95208,7.09094,27.56212,"15","pca2"
0.865266666666667,0.0562266666666667,0.0285714285714286,0.128571428571429,0.426928571428571,0.536928571428571,69.44736,0,5.58916,1.5862,0.02332,8.31246,15.04152,52.41384,0,0.39014,4.83634,1.02862,6.89128,34.43976,"15","pca2"
0.865371428571429,0.0378819047619047,0.0285714285714286,0.0904761904761905,0.430428571428571,0.56742380952381,69.76722,0,5.4983,1.51102,0.01398,8.24896,14.9605,52.7365,0,0.6315,4.47822,0.39454,8.17518,33.58402,"15","pca2"
0.860133333333333,0.0637133333333334,0.0571428571428571,0.0904761904761905,0.403257142857143,0.57082380952381,68.48908,0.02762,6.39964,1.4515,0.0314,7.7879,15.81278,45.85042,0,0.93988,4.1193,1.04516,12.40858,35.63664,"15","pca2"
0.860946428571429,0.0585130952380952,0.0333333333333333,0.1,0.434166666666667,0.5556,69.05708,0.0099,6.08456,1.57982,0.01364,7.95516,15.29978,51.34378,0,0.18278,8.40386,0.60482,6.19042,33.2743,"15","pca2"
0.868483333333333,0.0107366666666667,0.0333333333333333,0.123809523809524,0.425666666666667,0.533590476190476,69.79802,0.0053,5.21382,1.6215,0.01792,8.39016,14.95324,57.85958,0.09448,0,4.88488,0.78436,8.16862,28.2081,"15","pca2"
0.865758333333333,0.0366026190476191,0.0285714285714286,0.123809523809524,0.425528571428571,0.543490476190476,68.6085,0.0396,6.5939,1.5358,0.0519,7.82178,15.3485,54.08574,0.65976,1.43362,7.64134,0.49568,5.85456,29.82928,"15","pca2"
0.858904761904762,0.0517228571428571,0.0333333333333333,0.157142857142857,0.425166666666667,0.509557142857143,69.2056,0.02856,5.92572,1.66618,0.10742,8.10988,14.95664,53.09816,0,1.20522,3.32918,1.37522,6.13068,34.86158,"15","pca2"
0.858210714285714,0.021475,0.0333333333333333,0.157142857142857,0.422366666666667,0.505057142857143,68.75516,0.01512,6.46234,1.70898,0.1481,7.90252,15.00782,50.80858,0.29532,0,3.10582,2.84128,3.56264,39.38632,"15","pca2"
0.859326190476191,0.0816033333333333,0.0571428571428571,0.147619047619048,0.412057142857143,0.534480952380952,69.58356,0.00278,5.1688,1.56508,0.04356,8.38292,15.2533,55.29304,0,0.22462,6.22338,0.75122,6.79376,30.71398,"15","pca2"
0.865483333333333,0.0393366666666667,0.0333333333333333,0.119047619047619,0.427066666666667,0.543952380952381,69.9959,0,5.2694,1.57874,0.1055,8.16002,14.89044,53.5548,0,0,7.00426,3.13888,7.7638,28.53828,"15","pca2"
0.856927380952381,0.0519383333333333,0.0285714285714286,0.161904761904762,0.435128571428571,0.501195238095238,69.23474,0.00448,5.68648,1.44508,0.02392,8.51766,15.0876,47.78348,0.07236,5.8259,4.5546,0.44948,7.34478,33.96938,"15","pca2"
0.865472619047619,0.068235,0.0285714285714286,0.0952380952380953,0.430228571428571,0.557861904761905,70.22076,0,4.9766,1.63428,0.04394,8.22822,14.8962,53.81394,0,0,8.8617,1.33882,5.08776,30.8978,"15","pca2"
0.867192857142857,0.0311214285714286,0.0333333333333333,0.128571428571429,0.427566666666667,0.532128571428571,69.97806,0,5.32156,1.65332,0.02104,8.21058,14.81544,54.08986,0,0.04052,7.92032,0.03588,7.41578,30.49762,"15","pca2"
0.864669047619048,0.0486909523809524,0.0571428571428571,0.142857142857143,0.410757142857143,0.515142857142857,69.97648,2e-05,5.12616,1.60086,0.01222,8.26754,15.01672,54.57728,0,0.00232,4.62078,0.32332,6.62758,33.84872,"15","pca2"
0.859028571428571,0.0487504761904762,0.0333333333333333,0.0952380952380952,0.439366666666667,0.567061904761905,69.36326,0.01788,5.41776,1.53368,0.18246,7.94016,15.54478,57.08252,0,0.3683,7.41658,2.95312,6.00976,26.1697,"15","pca2"
