"AUC","AUC.diff","ORate.MPT","ORate.10PT","TSS.MPT","TSS.10PT","bio_2.contribution","bio_4.contribution","bio_6.contribution","bio_10.contribution","bio_13.contribution","bio_14.contribution","bio_18.contribution","bio_2.permutation.importance","bio_4.permutation.importance","bio_6.permutation.importance","bio_10.permutation.importance","bio_13.permutation.importance","bio_14.permutation.importance","bio_18.permutation.importance","type","filter"
0.889702272727273,0.0462177272727273,0.0363636363636364,0.152727272727273,0.577536363636364,0.619372727272727,66.66046,0.167,1.20158,0.42374,0.48532,11.56484,19.497,30.258,4.03366,1.48952,1.12716,12.1165,12.15782,38.81736,"100","pca4"
0.883992272727273,0.0436022727272727,0.04,0.14,0.5648,0.6243,66.34754,0.06394,1.7687,0.31406,0.64444,11.15406,19.70728,30.99064,0.03598,0.10878,1.52998,8.32034,18.07498,40.93934,"100","pca4"
0.88195,0.04231,0.02,0.16,0.5867,0.6083,65.82464,0.15764,2.33418,0.33462,0.51888,11.10282,19.7272,29.55716,1.03622,1.56012,2.16482,8.50416,18.43622,38.7413,"100","pca4"
0.884994090909091,0.0234440909090909,0.02,0.118181818181818,0.5922,0.645018181818182,66.31392,0.06174,2.03916,0.3835,0.52156,11.1327,19.54742,26.44446,0.9737,0.635,1.57648,9.39056,19.7404,41.23936,"100","pca4"
0.880983636363636,0.0285636363636364,0.02,0.178181818181818,0.5923,0.590318181818182,65.85568,0.05656,1.98934,0.35788,0.71546,11.55128,19.47384,27.7409,0.89904,1.8001,1.87332,10.94382,16.04804,40.69482,"100","pca4"
0.891860909090909,0.0112190909090909,0.02,0.116363636363636,0.5835,0.647936363636364,66.34182,0.01818,2.07974,0.41218,0.45222,11.32992,19.36602,25.44892,0.31744,0,1.82356,11.22216,19.7427,41.44524,"100","pca4"
0.881880909090909,0.0245790909090909,0.02,0.192727272727273,0.5917,0.573872727272727,65.71488,0.14018,2.62864,0.3834,0.56578,10.89028,19.67692,28.91902,2.99472,1.06238,1.91712,8.61962,13.11216,43.375,"100","pca4"
0.877373181818182,0.0293631818181818,0.02,0.176363636363636,0.5968,0.596636363636364,65.09304,0.16014,2.314,0.35758,0.58368,11.40782,20.08374,32.20106,0.94984,0.612,0.76282,9.57572,18.48422,37.41434,"100","pca4"
0.869743181818182,0.0480968181818182,0.02,0.194545454545455,0.5832,0.564754545454546,65.37702,0.07826,2.5462,0.2631,0.67794,11.35046,19.70704,32.345,1.4202,0.15364,3.9029,9.11304,17.76286,35.30236,"100","pca4"
0.881915454545455,0.0398245454545454,0.02,0.156363636363636,0.5874,0.615336363636364,65.58526,0.07626,2.50654,0.41448,0.50096,11.20602,19.7105,28.79608,1.37958,0.59124,2.59496,10.48394,16.35766,39.79652,"100","pca4"
0.865241818181818,0.0429818181818182,0.06,0.2,0.5492,0.5669,65.16662,0.26028,2.68754,0.39932,0.66248,11.21414,19.60962,32.36478,2.89584,1.89946,0.34598,11.01514,12.05198,39.4268,"100","pca4"
0.890388636363636,0.0197813636363636,0.04,0.0981818181818182,0.5477,0.651918181818182,66.29924,0.2203,1.87854,0.38468,0.59934,11.1082,19.50964,27.60472,1.78598,1.45068,4.00552,8.80072,15.4325,40.9199,"100","pca4"
0.881276818181818,0.0244431818181818,0.0181818181818182,0.116363636363636,0.587218181818182,0.644636363636364,65.72232,0.07324,2.263,0.33312,0.69232,11.21256,19.70344,32.69194,1.42074,1.33562,2.01974,9.7224,16.18132,36.62826,"100","pca4"
0.884793636363636,0.0470663636363636,0.04,0.234545454545455,0.5698,0.532054545454545,66.64264,0.0338,1.50724,0.38926,0.57586,11.06268,19.7885,25.76254,0.19808,0.96132,0.80464,8.95458,24.20448,39.11442,"100","pca4"
0.880453636363636,0.0291336363636364,0.06,0.176363636363636,0.534,0.589836363636364,66.3389,0.04166,1.78702,0.33924,0.66812,11.14116,19.6839,33.24712,1.02442,0.91636,1.43042,8.94054,15.26178,39.1794,"100","pca4"
0.890058181818182,0.0292781818181818,0.0181818181818182,0.158181818181818,0.579718181818182,0.613218181818182,66.59628,0.05478,1.46496,0.43238,0.65554,11.1654,19.63064,32.67872,0.50526,0.54964,1.11388,10.4425,15.19928,39.5107,"100","pca4"
0.884399090909091,0.0240209090909091,0.02,0.138181818181818,0.5987,0.622618181818182,65.8508,0.16658,2.18074,0.37758,0.59472,11.14798,19.6816,27.62512,1.26484,1.43124,2.21108,9.22184,20.84572,37.40016,"100","pca4"
0.871678181818182,0.0500818181818182,0.0363636363636364,0.176363636363636,0.573336363636364,0.590936363636364,65.51882,0.15332,2.16512,0.3831,0.5887,11.41168,19.77922,29.07604,3.39476,1.55056,1.84268,8.46926,17.7651,37.9016,"100","pca4"
0.875095,0.068185,0.04,0.196363636363636,0.5704,0.575136363636364,65.66734,0.06902,1.857,0.35234,0.5608,11.50858,19.98492,30.26552,0.71902,0.50232,0.2841,11.09282,20.81694,36.31932,"100","pca4"
0.889551363636364,0.0280386363636363,0.04,0.118181818181818,0.5598,0.645918181818182,66.2311,0.08242,1.97714,0.38026,0.63102,11.23764,19.46042,30.49358,0.03406,0.76616,0.7225,11.10968,16.02092,40.8531,"100","pca4"
0.882426363636364,0.0389536363636364,0.0363636363636364,0.152727272727273,0.577136363636364,0.614972727272727,65.7543,0.14392,2.4066,0.35178,0.61976,10.8674,19.85628,27.52328,1.99636,0.37302,1.32556,12.00826,16.35972,40.4138,"100","pca4"
0.884425454545455,0.0220854545454545,0.02,0.198181818181818,0.5873,0.575818181818182,65.81682,0.07598,2.14524,0.3563,0.63242,11.39634,19.5769,30.01816,1.07618,0.32174,0.9653,9.69646,18.34538,39.57678,"100","pca4"
0.891626363636364,0.0286336363636363,0.0181818181818182,0.192727272727273,0.589118181818182,0.584072727272727,66.4085,0.0605,1.42956,0.38674,0.6436,11.54952,19.52156,28.80412,2.91576,1.70446,1.94394,9.4955,21.43584,33.70034,"100","pca4"
0.877629545454545,0.0401904545454546,0.04,0.156363636363636,0.5651,0.603236363636364,66.4377,0.04882,1.83416,0.33262,0.58468,11.03158,19.73044,31.46376,1.05338,1.2967,0.07932,9.33132,19.81356,36.96192,"100","pca4"
0.87584,0.03774,0.0181818181818182,0.158181818181818,0.580618181818182,0.602618181818182,65.63938,0.14652,2.32508,0.32288,0.74672,11.17776,19.64166,28.46348,0.65112,0.56744,0.16574,12.5883,16.43412,41.12984,"100","pca4"
0.879858181818182,0.0219418181818182,0.02,0.190909090909091,0.5935,0.582190909090909,66.08944,0.13248,2.28592,0.43574,0.56182,11.03358,19.46098,29.10984,1.79622,0.6944,2.2714,10.04836,16.38974,39.69006,"100","pca4"
0.876997272727273,0.0407627272727273,0.109090909090909,0.209090909090909,0.502009090909091,0.557909090909091,65.82144,0.08072,1.7672,0.35488,0.63802,11.84172,19.49604,30.72,0,0.56714,1.67354,9.01794,17.0001,41.02132,"100","pca4"
0.87463,0.06261,0.02,0.158181818181818,0.5999,0.608818181818182,65.00406,0.26584,2.6458,0.3738,0.61462,11.08224,20.01364,30.44562,0.8907,1.7067,1.122,8.77738,13.45984,43.5978,"100","pca4"
0.879099545454545,0.0387895454545455,0.04,0.178181818181818,0.5693,0.593218181818182,65.77474,0.1063,2.27534,0.28172,0.61224,11.02194,19.92774,29.66694,2.73286,0.56066,2.3342,9.3663,15.60018,39.73888,"100","pca4"
0.884952272727273,0.0350777272727272,0.0181818181818182,0.214545454545455,0.570718181818182,0.560454545454546,65.95004,0.07252,2.13458,0.48522,0.55452,11.20854,19.5946,29.61206,3.44228,1.65818,1.90312,8.94298,16.5278,37.9136,"100","pca4"
0.880382727272727,0.0307227272727273,0.04,0.118181818181818,0.5584,0.635918181818182,66.33182,0.06962,1.60388,0.33018,0.68332,11.4135,19.56766,29.99734,0.29354,0.72146,0.32782,8.33906,17.82692,42.49386,"100","pca4"
0.885883636363636,0.0306036363636364,0.04,0.14,0.5649,0.6094,66.03722,0.0315,2.15486,0.3761,0.6612,11.11054,19.62854,31.15408,0.79318,0.9548,0.58228,10.22976,18.92232,37.36354,"100","pca4"
0.867217727272727,0.0518877272727273,0.02,0.258181818181818,0.5732,0.507218181818182,65.60358,0.08434,2.32358,0.40942,0.57856,11.16328,19.83724,33.91708,1.3321,1.8847,2.25738,9.12538,13.54152,37.94186,"100","pca4"
0.884679545454545,0.0197404545454545,0.02,0.194545454545455,0.5884,0.570954545454545,66.59836,0.05244,1.71808,0.40362,0.5503,11.69766,18.97954,32.06324,1.46782,0.5948,0.56716,10.93448,17.33218,37.04036,"100","pca4"
0.883140909090909,0.0344790909090909,0.02,0.190909090909091,0.5789,0.582390909090909,65.88252,0.19026,1.96698,0.35298,0.57774,11.44372,19.5858,28.75648,2.13246,0.61322,3.12554,8.09442,14.89028,42.38754,"100","pca4"
0.880583636363636,0.0499163636363636,0.02,0.172727272727273,0.5906,0.594772727272727,65.8918,0.09364,1.78254,0.32718,0.5359,11.6558,19.71316,26.71708,2.42174,0.55228,1.40944,9.08698,18.1245,41.68796,"100","pca4"
0.882375454545455,0.0304445454545454,0.04,0.216363636363636,0.564,0.548636363636364,66.46538,0.08734,1.66268,0.35754,0.66638,11.36776,19.39292,30.664,0.10102,0.34908,1.3101,9.47968,18.64338,39.45272,"100","pca4"
0.880531818181818,0.0389481818181818,0.02,0.196363636363636,0.5904,0.555936363636364,65.33328,0.16266,2.87798,0.38654,0.55944,10.74412,19.93598,32.94782,1.30716,1.80786,0.97642,8.62248,15.5226,38.81562,"100","pca4"
0.889531363636364,0.0258386363636364,0.02,0.152727272727273,0.5917,0.609072727272727,66.11822,0.13884,2.0189,0.36234,0.62208,10.9541,19.78548,26.14676,1.57478,1.32664,1.83458,11.73068,15.22512,42.1614,"100","pca4"
0.876351818181818,0.0257481818181818,0.06,0.174545454545455,0.5471,0.587254545454545,65.53636,0.17302,2.74538,0.36754,0.5955,10.95496,19.62728,26.46626,0.65054,1.24172,0.45944,11.16762,19.66648,40.34796,"100","pca4"
0.880129545454545,0.0284104545454545,0.02,0.176363636363636,0.5896,0.598136363636364,66.13428,0.03136,1.77998,0.38982,0.58124,11.32112,19.7622,28.1235,1.01584,1.24236,2.84692,8.69308,21.00738,37.0709,"100","pca4"
0.882275454545455,0.0275754545454546,0.08,0.178181818181818,0.5321,0.591118181818182,65.23554,0.353,2.82932,0.32634,0.65032,10.93118,19.67428,25.78814,2.42754,1.16458,2.05718,11.24032,16.16274,41.1595,"100","pca4"
0.890102272727273,0.0380577272727273,0.02,0.158181818181818,0.5846,0.613318181818182,66.56482,0.04758,1.67394,0.32758,0.43472,11.6608,19.29058,30.1548,1.22868,1.07362,1.32124,9.81624,17.0325,39.37288,"100","pca4"
0.882594545454545,0.0414345454545455,0.04,0.178181818181818,0.5624,0.589918181818182,66.38584,0.01462,1.51984,0.32582,0.55678,11.78556,19.4116,30.4341,0,0.26066,0.82994,11.67122,19.49692,37.30712,"100","pca4"
0.889995,0.012765,0.02,0.178181818181818,0.5772,0.592318181818182,66.5094,0.11166,1.98216,0.34946,0.51644,11.47068,19.06024,26.0222,1.53768,1.05424,1.74774,10.0379,22.91442,36.68578,"100","pca4"
0.882103636363636,0.0427363636363636,0.0181818181818182,0.176363636363636,0.584318181818182,0.594436363636364,66.53932,0.0351,1.57638,0.4127,0.48436,11.1188,19.83332,28.44384,0.98472,0.50006,1.566,11.29232,19.83444,37.37862,"100","pca4"
0.87715,0.05097,0.06,0.178181818181818,0.5589,0.582318181818182,65.61974,0.10534,2.2666,0.41338,0.55794,11.27404,19.76296,34.0077,2.09742,2.24624,1.09434,9.3619,16.44398,34.7484,"100","pca4"
0.876874090909091,0.0348040909090909,0.04,0.138181818181818,0.5781,0.598936363636364,65.50074,0.092,1.89554,0.35382,0.65706,11.28614,20.2147,29.54206,0.14628,0.92982,2.20146,12.35506,19.05634,35.769,"100","pca4"
0.883194090909091,0.0325759090909091,0.0363636363636364,0.190909090909091,0.563436363636364,0.579590909090909,66.28724,0.0626,1.93968,0.39486,0.5473,11.18116,19.58712,28.11914,0.9131,1.54762,0.81794,10.82546,18.89686,38.87992,"100","pca4"
0.887159090909091,0.0369409090909091,0,0.150909090909091,0.5748,0.619590909090909,65.86892,0.14012,2.081,0.4051,0.52554,11.20786,19.77148,26.63922,2.70354,2.47498,2.0488,8.61766,18.56782,38.94798,"100","pca4"
0.881478181818182,0.0568018181818182,0.0363636363636364,0.112727272727273,0.583436363636364,0.647572727272727,65.8302,0.01006,1.88834,0.37126,0.65362,11.72416,19.52238,30.3752,0.1602,0.42648,1.15884,9.11632,21.77096,36.99198,"100","pca4"
0.882889545454545,0.0308995454545455,0.02,0.158181818181818,0.5739,0.609118181818182,66.13058,0.07144,1.82014,0.3929,0.62522,11.25634,19.70342,27.10694,2.20972,0.99204,0.78414,8.81508,16.3674,43.72464,"100","pca4"
0.882389090909091,0.0228109090909091,0.04,0.192727272727273,0.5716,0.565672727272727,67.09022,0.0184,1.12342,0.32706,0.58058,11.49366,19.36664,32.02446,0.28996,0.07732,0.16746,9.7536,17.18792,40.4993,"100","pca4"
0.879620909090909,0.0376190909090909,0.0181818181818182,0.156363636363636,0.575318181818182,0.606536363636364,65.16714,0.21988,2.88602,0.2927,0.57976,11.1622,19.6923,27.91708,0.68032,1.08754,0.45514,10.57524,15.86398,43.4207,"100","pca4"
0.881751818181818,0.0532118181818182,0.02,0.2,0.5945,0.565,66.01124,0.04166,1.8503,0.37064,0.61532,11.20392,19.90684,34.53772,1.43216,0.9308,1.3417,10.00658,11.63488,40.11618,"100","pca4"
0.888924545454545,0.0293354545454545,0.04,0.174545454545455,0.5709,0.597654545454545,66.55886,0.0575,1.43864,0.40912,0.48228,11.43494,19.61866,24.55914,1.19486,0.05998,1.13788,10.66342,17.51048,44.87424,"100","pca4"
0.867659545454545,0.0527895454545454,0.02,0.216363636363636,0.5801,0.548536363636364,65.47322,0.0947,1.8141,0.37726,0.74828,11.54088,19.95158,27.0932,2.55614,1.30906,2.69072,7.72272,19.97202,38.6562,"100","pca4"
0.887298181818182,0.0325618181818182,0.02,0.134545454545455,0.5838,0.630354545454546,66.01962,0.01308,2.1253,0.45244,0.58088,11.2789,19.52978,32.61836,1.10156,0.247,0.37804,9.00002,16.19604,40.45898,"100","pca4"
0.890314545454545,0.0193145454545455,0.04,0.176363636363636,0.5635,0.589036363636364,66.98356,0.0891,1.36698,0.33944,0.4008,11.49552,19.32462,27.11436,0.90212,0.3229,1.38706,10.16694,21.82098,38.28562,"100","pca4"
0.885452727272727,0.0250272727272727,0.0181818181818182,0.176363636363636,0.590218181818182,0.591936363636364,65.32728,0.23018,2.93448,0.31836,0.4689,11.00928,19.71154,28.37662,2.81244,1.25918,2.60766,10.29538,18.89962,35.74908,"100","pca4"
0.890667272727273,0.0271272727272727,0.02,0.12,0.5913,0.6452,66.23114,0.03258,2.09628,0.3619,0.53334,11.32912,19.41562,26.57782,0.54124,0.6547,1.4648,9.71654,18.1338,42.91108,"100","pca4"
0.880089545454545,0.0321395454545454,0.06,0.22,0.5471,0.5527,65.87674,0.13354,2.0045,0.44102,0.53818,11.32806,19.67796,27.47786,0.53874,0.67162,1.58018,10.8167,21.22004,37.69484,"100","pca4"
0.886317727272727,0.0458877272727273,0.06,0.158181818181818,0.544,0.607018181818182,66.23012,0.06334,2.02776,0.4056,0.53822,11.05922,19.67572,27.22476,3.03162,1.03786,3.21148,8.87426,18.05454,38.56548,"100","pca4"
0.886449545454545,0.0286995454545455,0.02,0.138181818181818,0.5902,0.628718181818182,66.63958,0.02578,1.48336,0.3709,0.5606,11.46808,19.45168,32.66928,0.6466,0.08096,0.81776,10.74422,14.16954,40.8717,"100","pca4"
0.881598636363636,0.0262813636363636,0.02,0.194545454545455,0.5896,0.575454545454546,66.40912,0.02624,1.62992,0.4413,0.57562,11.26968,19.6481,28.38354,0.01492,0.83222,0.61918,13.01744,22.1431,34.9896,"100","pca4"
0.886245,0.026685,0.02,0.178181818181818,0.5872,0.592118181818182,66.5455,0.11814,1.52494,0.3436,0.36686,11.44678,19.65418,28.71752,0,0,0.91226,12.6656,15.51476,42.18988,"100","pca4"
0.879393181818182,0.0292068181818182,0.02,0.172727272727273,0.5884,0.591172727272727,65.72736,0.04294,2.09158,0.33478,0.61678,11.17308,20.0135,30.63516,1.41052,0.62362,1.7877,9.16674,14.91724,41.45904,"100","pca4"
0.887056363636364,0.0343436363636364,0.0363636363636364,0.170909090909091,0.576436363636364,0.590590909090909,66.73114,0.06766,1.31348,0.36042,0.5677,11.73092,19.2286,28.46938,0.70492,1.01502,1.28004,10.03492,16.79482,41.70086,"100","pca4"
0.887028636363636,0.0462213636363636,0.0363636363636364,0.192727272727273,0.577436363636364,0.574972727272727,66.3073,0.0459,1.85076,0.32214,0.54886,11.41026,19.5148,28.60024,0.51426,0.89498,0.73576,10.77354,19.93612,38.54514,"100","pca4"
0.878247272727273,0.0452427272727272,0.0181818181818182,0.158181818181818,0.585118181818182,0.591718181818182,65.63358,0.03648,2.21614,0.33932,0.7897,11.09722,19.88758,29.24366,0.30998,0.97352,3.10716,12.55072,15.95912,37.85582,"100","pca4"
0.875869090909091,0.0380690909090909,0.02,0.236363636363636,0.5698,0.533236363636364,65.73042,0.1272,2.43834,0.36434,0.57574,11.38732,19.37662,31.39106,1.11314,1.40892,1.05542,9.38188,14.4829,41.1667,"100","pca4"
0.881635,0.027835,0.02,0.178181818181818,0.5766,0.588118181818182,66.61026,0.0451,1.347,0.5475,0.59488,11.33012,19.52508,27.20434,0.47856,0.69416,1.60654,10.87448,17.50532,41.63656,"100","pca4"
0.875773636363636,0.0394263636363637,0.0181818181818182,0.218181818181818,0.597818181818182,0.536236363636364,65.50818,0.06544,2.1636,0.36166,0.6114,11.70644,19.58326,30.44774,0.83826,0.65726,2.09478,9.39458,17.02008,39.54728,"100","pca4"
0.881554545454545,0.0346654545454545,0.02,0.116363636363636,0.5801,0.646136363636364,65.0229,0.18392,2.80796,0.38572,0.55492,11.32124,19.72334,24.05922,0.47208,0.77854,1.08544,9.7822,21.4724,42.35012,"100","pca4"
0.881243636363636,0.0334836363636364,0.02,0.134545454545455,0.5891,0.596654545454546,65.8585,0.06072,2.13102,0.37784,0.69116,11.38038,19.50038,29.76458,1.21024,1.03136,2.2762,10.58758,14.30452,40.8255,"100","pca4"
0.881447727272727,0.0424522727272727,0.02,0.194545454545455,0.5927,0.578454545454545,65.32766,0.29254,2.74566,0.377,0.42922,10.90574,19.92216,29.7026,1.8242,0.83138,1.56024,11.47966,17.01282,37.58908,"100","pca4"
0.883216363636364,0.0240563636363636,0.02,0.1,0.5785,0.6636,65.32818,0.06404,2.72044,0.47276,0.57294,11.237,19.60466,30.69808,1.3355,1.52426,2.79972,8.80774,13.70738,41.12734,"100","pca4"
0.888474545454545,0.0229454545454545,0.02,0.158181818181818,0.5896,0.612918181818182,66.09892,0.04656,2.05692,0.2999,0.57612,11.26484,19.6567,28.33434,0.49822,0.79532,0.96768,10.3491,18.7324,40.32296,"100","pca4"
0.887159090909091,0.0239390909090909,0.04,0.176363636363636,0.5568,0.590636363636364,66.4739,0.02454,1.77236,0.30008,0.5871,11.42192,19.42008,30.22618,0,0.22664,0.35552,10.3279,16.78756,42.07622,"100","pca4"
0.887432272727273,0.0304622727272728,0.04,0.14,0.5714,0.6156,65.94194,0.07456,2.24654,0.37528,0.59232,11.11594,19.65342,27.9186,1.11446,0.53316,1.3062,11.08838,16.75998,41.2792,"100","pca4"
0.879089090909091,0.0452909090909091,0.0363636363636364,0.170909090909091,0.578036363636364,0.586590909090909,65.80824,0.02228,1.94274,0.3,0.70464,11.30446,19.91758,32.58284,0.75064,0.52158,0.58874,9.16556,19.95988,36.43074,"100","pca4"
0.887534545454545,0.0225945454545455,0.02,0.158181818181818,0.594,0.610718181818182,66.94296,0.02228,1.24576,0.46814,0.57818,11.49706,19.24566,26.2157,1.6723,1.27006,1.90942,10.00992,20.7648,38.15778,"100","pca4"
0.875172727272727,0.0384472727272727,0.04,0.154545454545455,0.5534,0.579554545454546,65.2986,0.19242,2.70694,0.32858,0.49192,11.40094,19.58062,27.34418,1.45802,2.31858,1.51776,8.55316,16.39052,42.41776,"100","pca4"
0.888396363636364,0.0339763636363636,0.02,0.14,0.5823,0.6309,66.7897,0.08278,1.26144,0.4123,0.35554,11.65946,19.43882,28.28962,1.69522,0.23948,0.75718,11.74592,16.7552,40.51738,"100","pca4"
0.877432727272727,0.0307872727272727,0.02,0.176363636363636,0.586,0.594436363636364,65.80508,0.13604,2.28326,0.35816,0.59854,11.53114,19.28782,33.783,1.02164,0.563,1.91622,12.14442,15.66396,34.90776,"100","pca4"
0.884200909090909,0.0303990909090909,0.04,0.178181818181818,0.5691,0.593118181818182,65.36956,0.2331,2.66608,0.2621,0.66032,10.78974,20.01906,32.6041,1.6114,1.40642,0.74926,10.06754,17.74656,35.81474,"100","pca4"
0.882710454545455,0.0440604545454545,0.06,0.16,0.5533,0.5963,65.81858,0.1258,2.04968,0.33694,0.72012,11.02192,19.92702,28.9884,3.204,2.19792,2.73356,8.642,16.97986,37.2542,"100","pca4"
0.884144090909091,0.0324540909090909,0.06,0.158181818181818,0.5572,0.606618181818182,66.57344,0.03334,1.21714,0.47156,0.6715,11.66028,19.37268,29.0342,1.52574,0.2205,1.53982,10.65608,16.00568,41.01796,"100","pca4"
0.872433181818182,0.0545868181818182,0.02,0.252727272727273,0.5761,0.516172727272727,66.10438,0.11398,1.58652,0.34726,0.58802,11.70922,19.55064,29.39274,0.40128,0.54812,0.47208,8.09756,19.19452,41.89372,"100","pca4"
0.884425454545455,0.0439054545454546,0.06,0.178181818181818,0.5588,0.589718181818182,66.02268,0.17072,2.07478,0.23008,0.59364,10.75392,20.15422,28.02634,2.23984,0.41916,1.40264,10.48092,19.64834,37.78276,"100","pca4"
0.871111818181818,0.0334481818181818,0.0181818181818182,0.214545454545455,0.595918181818182,0.552454545454545,65.41066,0.1432,2.55742,0.33804,0.55186,11.40936,19.58946,31.22192,0.78718,0.4084,0.13524,10.53504,16.4409,40.47128,"100","pca4"
0.883537272727273,0.0299372727272727,0.02,0.138181818181818,0.5985,0.633118181818182,62.9053,0.02922,2.46178,0.28666,0.74178,12.01814,21.55714,25.47708,0.26174,0.51318,0.9507,12.56994,18.86932,41.35804,"75","pca4"
0.885866818181818,0.0457131818181818,0.0181818181818182,0.196363636363636,0.605218181818182,0.592236363636364,62.70454,0.08894,2.7218,0.42506,0.81666,11.83386,21.40912,23.76374,2.28666,1.29576,3.07356,12.67884,19.69976,37.20166,"75","pca4"
0.878570909090909,0.0373109090909091,0.02,0.16,0.5973,0.6089,61.66172,0.216,3.4252,0.3528,0.82694,12.03422,21.48316,24.37568,2.31968,2.584,0,14.90224,19.42976,36.38862,"75","pca4"
0.876014545454545,0.0422854545454545,0.04,0.212727272727273,0.5807,0.575072727272727,62.15882,0.122,3.12192,0.36898,0.73152,12.314,21.18282,24.61246,2.26786,0.92468,1.77788,12.90904,19.80504,37.70306,"75","pca4"
0.886995454545455,0.0130245454545455,0.02,0.176363636363636,0.5976,0.604436363636364,62.30676,0.04992,3.03302,0.33478,0.80816,12.11746,21.34994,22.80478,0.15902,0.28298,0.65282,12.48724,21.37926,42.23388,"75","pca4"
0.888917272727273,0.0201372727272727,0.02,0.16,0.5977,0.6218,62.73284,0.03746,2.59948,0.37306,0.77256,11.9069,21.57768,23.27056,0.51302,0.48078,0.25922,12.99392,19.83422,42.64828,"75","pca4"
0.876383636363636,0.0279563636363636,0.0545454545454545,0.192727272727273,0.558654545454546,0.583272727272727,62.79182,0.04488,2.44622,0.27924,0.81626,12.53968,21.08186,26.39322,0.18876,0.06564,0.21958,11.66864,18.0633,43.40082,"75","pca4"
0.883745454545455,0.0339454545454546,0.04,0.176363636363636,0.5939,0.598736363636364,62.5992,0.06598,2.25308,0.41202,0.76806,12.29524,21.60644,24.5125,3.92696,0.9596,2.55756,13.69852,15.99732,38.34754,"75","pca4"
0.885985454545455,0.0158945454545455,0.02,0.176363636363636,0.5906,0.615236363636364,62.7456,0.07096,2.4987,0.3684,0.90594,12.13136,21.27906,23.73622,3.36726,0.91818,1.7683,11.8558,18.26752,40.0867,"75","pca4"
0.888161818181818,0.0236981818181819,0.02,0.134545454545455,0.6076,0.626654545454545,63.0595,0.14152,2.02096,0.40678,0.88526,12.3937,21.09226,24.45562,4.47374,1.63888,1.42396,14.82242,13.35766,39.82778,"75","pca4"
0.882590454545455,0.0220404545454546,0.02,0.178181818181818,0.5961,0.581818181818182,62.23084,0.06622,3.04642,0.29206,0.80766,12.0374,21.5194,25.87136,1.44112,0.60084,2.31552,10.50162,17.93506,41.33446,"75","pca4"
0.882639545454545,0.0279804545454545,0.02,0.174545454545455,0.6008,0.612054545454546,62.21862,0.1414,3.30924,0.26838,0.67004,11.62608,21.76628,23.37178,3.0874,2.56702,1.90684,10.08828,19.33718,39.64152,"75","pca4"
0.871434545454545,0.0335054545454545,0.0181818181818182,0.198181818181818,0.604018181818182,0.581818181818182,62.13846,0.1112,3.14308,0.28988,0.83226,12.10906,21.3761,22.81128,0.80126,0.15852,1.87158,11.18676,21.13336,42.03726,"75","pca4"
0.893324545454545,0.0251354545454545,0.04,0.1,0.5821,0.6753,63.56606,0.04156,1.96856,0.28148,0.8116,12.24514,21.0856,22.9718,1.4393,0.66184,1.35374,13.1247,16.4211,44.02746,"75","pca4"
0.888173636363636,0.0417536363636364,0.04,0.18,0.5789,0.61,62.36864,0.0593,2.89964,0.35868,0.81342,11.93624,21.56408,20.47578,2.69864,0.14758,0.87026,12.0914,21.66042,42.05594,"75","pca4"
0.879992727272727,0.0248472727272727,0.04,0.156363636363636,0.5778,0.612636363636364,62.89938,0.03158,2.46526,0.29958,0.78868,12.29008,21.22544,25.8828,2.68886,1.39308,0.29006,10.95588,14.13684,44.65246,"75","pca4"
0.876584090909091,0.0320659090909091,0.0181818181818182,0.138181818181818,0.605818181818182,0.636518181818182,61.9128,0.15524,3.28224,0.3256,0.6686,12.23318,21.4224,25.72236,0.85934,0.39082,1.49112,12.30802,18.2381,40.99022,"75","pca4"
0.882503636363636,0.0303236363636364,0.02,0.16,0.5995,0.61,62.4136,0.12288,3.0067,0.36532,0.74946,11.96098,21.381,24.8568,2.93482,0.4336,4.37226,12.0627,17.49396,37.84582,"75","pca4"
0.888949090909091,0.0409309090909091,0.04,0.158181818181818,0.5787,0.630018181818182,62.16564,0.03844,3.02372,0.41112,0.76682,12.15424,21.44004,24.7183,2.51742,1.33306,1.6445,12.1353,16.38244,41.269,"75","pca4"
0.875270909090909,0.0472890909090909,0.0581818181818182,0.176363636363636,0.555218181818182,0.592736363636364,62.2421,0.21962,3.01266,0.38564,0.8495,11.87366,21.41676,26.55714,4.2743,1.86972,1.14032,13.48036,12.75066,39.9275,"75","pca4"
0.883200909090909,0.0270990909090909,0.02,0.158181818181818,0.5971,0.623818181818182,62.06702,0.14462,2.97718,0.30312,0.8761,12.3007,21.33128,23.63116,0.65514,0.92334,1.50804,11.97936,16.23686,45.0661,"75","pca4"
0.885694545454546,0.0385254545454546,0.04,0.176363636363636,0.5863,0.591036363636364,62.5623,0.09786,2.8669,0.3148,0.92468,11.93722,21.29634,26.93904,2.19972,0.94738,2.36104,11.54348,16.47768,39.53158,"75","pca4"
0.890551818181818,0.0271681818181818,0.0181818181818182,0.116363636363636,0.596018181818182,0.660636363636364,63.37646,0.05944,2.25426,0.31324,0.74852,12.1087,21.13936,20.51442,0.61878,0.47446,1.06948,11.56668,24.08888,41.66728,"75","pca4"
0.871139545454545,0.0498595454545455,0.04,0.238181818181818,0.556,0.547418181818182,62.60388,0.09536,2.68396,0.35278,0.82056,12.31552,21.12792,28.15852,2.04126,0.79544,2.4388,10.23532,15.46652,40.86416,"75","pca4"
