"AUC","AUC.diff","ORate.MPT","ORate.10PT","TSS.MPT","TSS.10PT","bio_2.contribution","bio_4.contribution","bio_5.contribution","bio_7.contribution","bio_13.contribution","bio_15.contribution","bio_18.contribution","bio_19.contribution","bio_2.permutation.importance","bio_4.permutation.importance","bio_5.permutation.importance","bio_7.permutation.importance","bio_13.permutation.importance","bio_15.permutation.importance","bio_18.permutation.importance","bio_19.permutation.importance","type","filter"
0.938470321637427,0.0191730116959064,0.0111111111111111,0.163157894736842,0.385688888888889,0.725442105263158,1.27876,0.59978,94.7086,0.97368,0.11316,1.13234,0.95348,0.2402,3.17766,0.28608,87.13484,1.88636,0.00304,6.7397,0.24626,0.52604,"100","pca2"
0.940551023391813,0.0288243567251462,0.0111111111111111,0.166666666666667,0.393288888888889,0.720033333333333,0.5083,0.41866,94.96038,1.27474,0.15446,1.34246,1.15546,0.1856,3.03668,0.10456,88.63598,1.61766,0.1151,6.04478,0.18122,0.26404,"100","pca2"
0.940579239766082,0.0223147953216374,0.0111111111111111,0.1,0.409988888888889,0.7847,0.65628,0.2976,95.29554,1.22012,0.1009,1.26038,1.00116,0.16798,3.74376,0.16936,88.67326,2.07404,0.09002,4.77188,0.27378,0.2039,"100","pca2"
0.941223684210526,0.0234747953216374,0.0111111111111111,0.154385964912281,0.395488888888889,0.734714035087719,1.26414,0.39914,95.1474,0.47564,0.10682,1.23276,0.99142,0.38268,3.02654,0.0698,86.93122,2.17124,0.04432,7.02608,0.45364,0.27714,"100","pca2"
0.940530116959064,0.0193112280701754,0.0222222222222222,0.153801169590643,0.416577777777778,0.734198830409357,0.99892,0.24484,95.32782,0.58266,0.33304,1.16922,0.93138,0.41212,2.94724,0,86.38522,2.09716,0.33272,7.43214,0.32648,0.47904,"100","pca2"
0.941725292397661,0.0158164035087719,0.0222222222222222,0.131578947368421,0.421877777777778,0.754921052631579,0.85584,0.48286,95.23108,0.94302,0.1855,1.27202,0.85414,0.17556,3.23588,0.00552,87.4492,1.44858,0.06378,7.07442,0.31498,0.40766,"100","pca2"
0.941004532163743,0.0171611988304093,0.0222222222222222,0.133333333333333,0.387677777777778,0.753966666666667,0.94912,0.53894,95.7822,0.32654,0.12856,1.11796,0.83744,0.31928,3.64812,0.0101,88.67888,1.87422,0.18912,4.7389,0.23748,0.62324,"100","pca2"
0.942569590643275,0.0202748538011696,0.0111111111111111,0.0888888888888889,0.405388888888889,0.794111111111111,0.98814,0.46272,95.10296,0.8128,0.16972,1.24258,1.05352,0.16754,2.58374,0.1689,88.4253,1.91146,0.00214,6.36868,0.20576,0.33398,"100","pca2"
0.943049561403509,0.0268995614035088,0.0333333333333333,0.154970760233918,0.396766666666667,0.735729239766082,1.58414,0.70212,94.8246,0.33086,0.20234,1.22966,0.92428,0.20212,2.9343,0.03192,89.11898,1.2959,0.08042,6.08494,0.24162,0.21198,"100","pca2"
0.942259064327485,0.0194276023391813,0.0111111111111111,0.132163742690058,0.391188888888889,0.754536257309942,1.63604,0.51004,94.69198,0.62646,0.16608,1.13994,1.0319,0.19762,3.1658,0.00766,88.81548,1.64336,0.00206,5.68742,0.388,0.29018,"100","pca2"
0.941612719298246,0.0159295029239766,0.0111111111111111,0.109356725146199,0.404388888888889,0.774043274853801,0.89752,0.51164,95.08176,0.30002,0.50558,1.39116,1.15234,0.15998,2.99672,0.01154,90.24706,1.8158,0.0201,4.36258,0.22088,0.32532,"100","pca2"
0.940863742690058,0.0156726315789474,0.0111111111111111,0.121052631578947,0.419488888888889,0.765247368421053,1.06738,0.55582,94.5774,1.10298,0.31664,1.18094,0.98396,0.21482,4.11606,0.08074,88.41264,1.73586,0.09282,4.8094,0.31692,0.43556,"100","pca2"
0.943675584795322,0.0138844736842105,0.0111111111111111,0.131578947368421,0.382088888888889,0.754021052631579,1.1128,0.44118,95.33394,0.69868,0.12202,1.10902,0.98586,0.19648,2.26746,0.01324,88.91888,1.94436,0.05858,6.25846,0.19754,0.34146,"100","pca2"
0.941125877192982,0.0233780994152047,0.0111111111111111,0.155555555555556,0.384988888888889,0.732744444444444,1.15052,0.77682,95.17388,0.34248,0.29946,1.242,0.87958,0.13524,3.21226,0,88.63558,1.82106,0.01292,5.74264,0.23526,0.3403,"100","pca2"
0.94195730994152,0.0193026900584795,0.0111111111111111,0.132748538011696,0.401788888888889,0.753651461988304,1.22224,0.50376,95.0682,0.76654,0.198,1.092,0.92822,0.22116,2.4341,0.02656,88.12626,1.34578,0.14262,7.32572,0.2385,0.36054,"100","pca2"
0.941573684210526,0.0237825730994152,0.0111111111111111,0.154970760233918,0.415088888888889,0.731529239766082,1.36704,0.58224,95.20296,0.54252,0.15084,1.03206,0.8813,0.24108,2.86692,0.10684,87.73686,1.86924,0,6.79958,0.12356,0.49708,"100","pca2"
0.93750730994152,0.0126504678362573,0.0111111111111111,0.14327485380117,0.421488888888889,0.74172514619883,1.5906,0.48538,94.38872,0.94236,0.12088,1.1649,1.06934,0.23778,2.73852,0.13868,90.10398,1.82132,0.13922,4.36172,0.25962,0.43696,"100","pca2"
0.941252046783626,0.0226031578947368,0.0111111111111111,0.121052631578947,0.403188888888889,0.761947368421053,1.46152,0.56492,94.69716,0.547,0.2911,1.4198,0.87488,0.14358,2.33122,0.04672,89.24786,1.6785,0,6.26636,0.18942,0.23988,"100","pca2"
0.939928070175439,0.0249941520467836,0.0111111111111111,0.153216374269006,0.389588888888889,0.730483625730994,0.77306,0.3674,95.168,0.67772,0.18968,1.36894,1.2115,0.24368,2.71732,0.22784,89.46554,1.73964,0.14446,5.27882,0.23376,0.19262,"100","pca2"
0.941670467836257,0.0157206432748538,0.0111111111111111,0.110526315789474,0.408788888888889,0.776173684210526,1.60268,0.51052,94.93286,0.3199,0.15986,1.1593,0.9189,0.39592,3.34032,0.03072,88.8356,2.2633,0.0108,4.89972,0.18782,0.43174,"100","pca2"
0.943668421052632,0.0178061988304093,0.0111111111111111,0.12046783625731,0.406988888888889,0.76623216374269,1.004,0.48082,95.54406,0.73336,0.15478,1.16666,0.84528,0.07108,2.8441,0.06206,88.07946,1.89364,0.0076,6.32026,0.4168,0.37608,"100","pca2"
0.941376169590643,0.0152904970760234,0.0111111111111111,0.131578947368421,0.406688888888889,0.755621052631579,1.29834,0.78372,94.79962,0.68222,0.16404,1.0136,1.0546,0.2038,3.06824,0.31786,89.0417,1.43192,0.02114,5.40644,0.33492,0.37784,"100","pca2"
0.942798538011696,0.0261147953216374,0.0210526315789474,0.130409356725146,0.404747368421053,0.755590643274854,1.25422,0.59752,95.05244,0.37626,0.1895,1.2274,1.08788,0.2148,3.8922,0.117,88.15766,2.15238,0.02772,5.22144,0.18454,0.24708,"100","pca2"
0.943706432748538,0.0200557894736842,0.0111111111111111,0.12046783625731,0.403288888888889,0.76723216374269,1.45792,0.4153,95.0221,0.66398,0.12126,1.18512,0.96538,0.1689,2.30286,0.00674,90.43082,1.06234,0.10186,5.27156,0.35902,0.46474,"100","pca2"
0.940463450292398,0.0149543274853801,0.0111111111111111,0.142690058479532,0.370488888888889,0.742009941520468,1.20686,0.43714,94.91364,0.83938,0.20212,1.12702,0.8822,0.39164,3.32344,0.06238,86.78728,1.49614,0.05018,7.28874,0.47684,0.51502,"100","pca2"
0.940245029239766,0.0252238596491228,0.0111111111111111,0.130409356725146,0.413388888888889,0.754490643274854,1.53526,0.5431,94.60734,0.52074,0.19284,1.15438,1.12362,0.32268,2.4517,0.03446,89.9213,1.7788,0.03558,5.3237,0.31996,0.13448,"100","pca2"
0.942020760233918,0.0136829824561403,0.0111111111111111,0.153216374269006,0.412988888888889,0.733683625730994,0.99148,0.27488,95.1344,0.93888,0.12198,1.3473,0.95042,0.24066,3.03588,0.02446,89.34606,1.6973,0.08482,5.33402,0.26806,0.20938,"100","pca2"
0.941799415204678,0.0166116959064327,0.0111111111111111,0.119883040935673,0.397788888888889,0.766416959064327,2.01014,0.67068,94.44344,0.20898,0.18194,1.16824,1.05402,0.26258,4.16002,0.62574,86.75214,1.54042,0.11148,6.41112,0.22496,0.17414,"100","pca2"
0.9422,0.02042,0.0111111111111111,0.0988304093567252,0.388588888888889,0.785269590643275,1.09988,0.34782,95.31048,0.52014,0.10658,1.40234,0.98026,0.2325,2.33156,0.37494,87.8919,1.83594,0.03564,6.90504,0.2544,0.37054,"100","pca2"
0.942898684210526,0.0195697953216375,0.0111111111111111,0.142690058479532,0.402188888888889,0.741709941520468,1.02834,0.325,95.10196,1.02888,0.14456,1.1276,1.00126,0.24234,2.78752,0.28844,89.26988,1.74458,0.07288,5.21142,0.40156,0.22374,"100","pca2"
0.941756432748538,0.0239919883040936,0.0222222222222222,0.14327485380117,0.399877777777778,0.74722514619883,1.60162,0.35272,94.74576,0.64236,0.22428,1.12002,1.03016,0.28308,2.19282,0.28324,89.64688,0.87956,0.02598,6.339,0.31152,0.32098,"100","pca2"
0.942414619883041,0.014634269005848,0.0105263157894737,0.130994152046784,0.417073684210526,0.757605847953216,0.89836,0.42028,95.32762,1.0074,0.15616,1.09098,0.97976,0.11944,3.27254,0.30124,87.30736,1.6546,0.0794,6.74252,0.39268,0.24964,"100","pca2"
0.941930847953216,0.00814195906432749,0.0111111111111111,0.108771929824561,0.406588888888889,0.774028070175439,1.34076,0.6196,95.08406,0.33386,0.18754,1.14442,1.10134,0.18842,2.75298,0.03114,87.59198,1.45184,0.00252,7.53414,0.39988,0.2355,"100","pca2"
0.941444736842105,0.0149463742690059,0.0105263157894737,0.121052631578947,0.408273684210526,0.766547368421053,1.21412,0.47454,95.3014,0.30938,0.16252,1.2446,0.99982,0.29364,3.05412,0.03588,87.64678,1.59344,0.06482,7.15786,0.344,0.10314,"100","pca2"
0.943122660818713,0.0113715497076023,0.0111111111111111,0.12046783625731,0.402088888888889,0.76793216374269,1.55892,0.42292,95.02192,0.47096,0.25458,1.10712,0.81222,0.35132,3.39128,0.00772,88.61744,1.66714,0.04798,5.69262,0.37146,0.20438,"100","pca2"
0.943062134502924,0.0118511988304094,0.0105263157894737,0.154385964912281,0.386273684210526,0.734914035087719,1.6968,0.4725,94.80354,0.36336,0.14138,1.28508,0.97266,0.2647,2.86566,0.02444,86.67784,1.87918,0.14008,7.78722,0.28142,0.34416,"100","pca2"
0.942524269005848,0.0175087134502924,0.0111111111111111,0.121052631578947,0.405788888888889,0.769347368421053,1.46202,0.5895,94.8899,0.52178,0.10212,1.28166,0.98914,0.16388,2.6946,0.05434,88.79628,1.8317,0.03004,5.95104,0.3559,0.28612,"100","pca2"
0.942527923976608,0.0196531871345029,0.0105263157894737,0.142105263157895,0.386173684210526,0.741894736842105,1.46902,0.44602,94.87556,0.47262,0.17956,1.15004,1.04806,0.35916,3.32866,0.00026,88.70552,2.47896,0.11296,4.7378,0.36214,0.2737,"100","pca2"
0.939317397660819,0.0205851754385965,0.0111111111111111,0.154385964912281,0.395988888888889,0.732314035087719,0.82358,0.42212,94.95434,1.00786,0.3728,1.36986,0.86996,0.17946,2.53604,0.09458,89.76726,1.2317,0.04776,5.7043,0.23112,0.38722,"100","pca2"
0.94329269005848,0.0255295321637427,0.0222222222222222,0.108771929824561,0.408277777777778,0.776128070175439,0.75568,0.28766,95.18596,0.9382,0.24806,1.1439,1.19832,0.24222,3.1201,0,89.839,1.8471,0.00408,4.46786,0.27636,0.44556,"100","pca2"
0.941344736842105,0.0157980701754386,0.0111111111111111,0.109356725146199,0.409888888888889,0.773843274853801,0.83374,0.4108,95.04582,0.7275,0.15438,1.28838,1.2209,0.31846,2.50038,0.00122,90.36904,2.2269,0.0318,4.3643,0.18296,0.32344,"100","pca2"
0.93972865497076,0.0158802339181287,0.0111111111111111,0.16374269005848,0.428288888888889,0.72235730994152,1.00716,0.36816,95.10178,1.04724,0.20392,1.23368,0.78144,0.25656,4.62276,0.38482,86.41192,2.20396,0.01302,5.72338,0.37614,0.26402,"100","pca2"
