"","100","75","50","40","30","25","20","15","10"
"1",1,1,1,1,1,1,1,1,1
"2",1,1,1,1,1,1,1,1,1
"3",1,1,1,0,1,0,0,1,0
"4",0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0
"7",1,1,1,1,1,1,1,1,1
"8",1,1,1,0,0,1,0,0,0
"9",0,0,0,0,0,0,0,0,0
"10",1,0,0,0,0,0,0,0,0
"11",1,1,1,1,1,1,1,0,0
"12",0,0,0,0,0,0,0,0,0
"13",1,1,1,1,1,1,1,1,1
"14",1,1,1,1,0,0,0,0,0
"15",1,1,1,1,1,1,1,0,0
"16",1,1,1,1,1,1,1,1,0
"17",1,1,1,1,1,1,1,1,1
"18",0,0,0,0,0,0,0,0,0
"19",1,1,1,1,1,1,1,1,1
"20",0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0
"22",1,1,1,1,1,1,1,1,1
"23",1,1,1,1,1,1,1,1,1
"24",1,1,1,1,1,1,1,1,0
"25",1,1,1,1,1,1,1,1,1
"26",0,0,0,0,0,0,0,0,0
"27",0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0
"30",0,0,0,0,0,0,0,0,0
"31",1,1,1,1,1,1,1,1,1
"32",1,1,1,1,1,1,1,0,1
"33",1,1,1,1,1,1,1,1,1
"34",1,1,1,1,1,1,1,1,1
"35",1,1,1,1,1,1,1,1,1
"36",1,1,1,1,1,1,1,1,1
"37",1,1,1,1,1,1,1,0,0
"38",0,0,0,0,0,0,0,0,0
"39",0,0,0,0,0,0,0,0,0
"40",1,1,1,1,1,1,1,0,0
"41",1,1,1,1,1,1,1,1,1
"42",0,0,0,0,0,0,0,0,0
"43",1,1,1,1,1,1,1,1,1
"44",1,1,1,1,1,1,1,1,0
"45",0,0,0,0,0,0,0,0,0
"46",0,0,0,0,0,0,0,0,0
"47",0,0,0,0,0,0,0,0,0
"48",0,0,0,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,0
"50",0,0,0,0,0,0,0,0,0
"51",1,1,1,1,1,1,1,1,1
"52",1,1,1,1,0,0,0,0,0
"53",1,1,1,1,1,1,1,1,1
"54",1,1,1,1,1,1,1,1,1
"55",1,1,1,1,1,1,1,1,0
"56",1,1,1,1,1,1,0,1,0
"57",1,1,1,1,1,1,1,1,1
"58",1,1,1,1,1,1,1,0,1
"59",1,0,1,0,0,0,0,0,0
"60",1,1,1,1,1,1,1,1,0
"61",0,0,0,0,0,0,0,0,0
"62",1,1,1,1,1,1,1,1,1
"63",1,1,1,1,1,1,0,1,0
"64",1,1,1,1,1,1,1,1,0
"65",1,1,1,1,1,1,1,1,1
"66",1,1,1,1,0,0,0,0,0
"67",1,1,1,1,1,1,1,1,1
"68",1,1,1,1,1,1,0,0,0
"69",1,1,1,1,1,1,1,1,0
"70",1,1,1,0,1,0,0,0,0
"71",1,1,1,0,0,1,0,0,0
"72",1,1,1,1,1,0,1,0,1
"73",1,1,1,1,1,1,1,1,0
"74",1,1,0,0,1,0,0,1,0
"75",1,1,1,1,1,1,1,0,0
"76",1,1,1,1,1,0,0,0,0
"77",1,1,1,1,1,1,0,0,0
"78",1,1,1,1,1,1,1,0,1
"79",1,1,1,1,1,1,1,1,0
"80",1,1,1,1,1,1,1,1,1
"81",1,1,1,1,1,1,1,1,1
"82",1,1,1,1,1,1,1,1,0
"83",1,1,0,0,0,0,0,0,0
"84",1,1,1,1,0,1,0,0,0
"85",1,1,1,1,1,0,1,1,0
"86",1,1,1,1,1,1,1,1,0
"87",1,1,1,1,1,1,0,0,0
"88",1,1,1,1,1,1,0,0,0
"89",1,1,1,1,1,1,1,1,1
"90",1,1,1,1,1,1,1,1,1
"91",1,1,1,1,1,1,1,0,0
"92",1,0,0,0,0,0,0,0,0
"93",0,0,0,1,0,0,0,0,0
"94",1,1,1,1,1,1,1,1,1
"95",0,0,0,0,0,0,0,0,0
"96",1,1,1,1,1,1,1,1,1
"97",1,1,1,1,1,1,1,1,1
"98",1,1,1,1,1,1,1,0,0
"99",0,0,0,0,0,0,0,0,0
"100",1,1,1,1,1,1,1,1,0
"101",1,1,1,1,1,1,1,1,0
"102",1,1,1,1,0,0,0,0,0
"103",1,1,1,1,0,0,0,0,0
"104",1,1,1,1,1,0,0,0,0
"105",1,1,1,1,1,1,1,1,1
"106",1,1,1,1,1,1,1,1,1
"107",1,1,1,1,1,1,1,0,0
"108",1,1,1,1,1,1,1,1,1
"109",1,1,1,1,1,1,0,1,0
"110",1,1,1,1,1,1,1,1,1
"111",1,1,1,1,1,1,1,1,1
"112",1,1,1,1,1,1,1,0,0
"113",1,1,0,0,0,0,0,0,0
"114",1,1,1,1,1,1,0,1,0
"115",1,1,1,1,1,1,1,1,0
"116",1,1,1,1,1,1,1,0,0
